Time_stamp,RPF_Flag,Total_RPF,P_kW,Q_kvar,V1,V2,V3,EnergyCost_USD_per_kWh,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW
09-15 17:00,0,0.0,421.738,-557.526,0.9932695171,0.9933013685,0.9932882532,0.0703,0.0,0.0,78566.5255,421.738,10720.766913018953
09-15 18:00,0,0.0,478.496,-534.733,0.9971871163,0.9971735013,0.9971804129,0.0999,0.0,478.496,78566.5255,0.0,10764.174440827739
09-15 19:00,0,0.0,806.082,-343.2605,1.000669579,1.000665707,1.000669954,0.0999,0.0,806.082,78062.8455,0.0,10809.74329916664
09-15 20:00,0,0.0,664.064,-426.619,0.9988615014,0.9988573378,0.9988610018,0.0999,0.0,664.064,77214.33813157894,0.0,10787.214358050998
09-15 21:00,0,0.0,584.855,-472.873,0.9978247691,0.997822146,0.9978249773,0.0999,0.0,584.8549999999999,76515.32339473684,1.1368683772161603e-13,10774.086630760461
09-15 22:00,0,0.0,526.871,-506.634,0.9970410577,0.9970403499,0.9970425566,0.0481,0.0,0.0,75899.68655263158,526.871,10764.092863995427
09-15 23:00,0,0.0,410.113,-574.358,0.9955034046,0.9955031965,0.9955051117,0.0481,0.0,0.0,75899.68655263158,410.113,10744.054475472978
09-16 0:00,0,0.0,196.2138,-694.165,0.9926316561,0.9926269096,0.9926324055,0.0481,0.0,0.0,75899.68655263158,196.2138,10705.827502609378
09-16 1:00,0,0.0,103.4057,-743.904,0.9913932814,0.99138841,0.9913941141,0.0481,0.0,0.0,75899.68655263158,103.4057,10689.068328664443
09-16 2:00,0,0.0,169.1568,-706.339,0.9921324424,0.9921297361,0.9921356484,0.0481,0.0,0.0,75899.68655263158,169.1568,10699.646050184043
09-16 3:00,0,0.0,228.1373,-672.549,0.9929831875,0.9929818135,0.9929877674,0.0481,0.0,0.0,75899.68655263158,228.1373,10711.050528229438
09-16 4:00,0,0.0,267.7639,-649.798,0.9938233154,0.9938220247,0.9938280202,0.0481,0.0,10989.316390723323,75899.68655263158,-10721.552490723323,10721.552490723323
09-16 5:00,0,0.0,290.3608,-636.805,0.994648496,0.9946465808,0.9946522432,0.0481,0.0,10355.600466314727,64331.985088712296,-10065.239666314726,10731.259542509668
09-16 6:00,0,0.0,285.0504,-639.86,0.9952632075,0.9952595436,0.9952651228,0.0481,0.0,0.0,53431.35301890732,285.0504,10737.714478341117
09-16 7:00,1,-5823.89,-5823.89,-8.639819,0.9675188346,0.9675835367,0.9675577225,0.0703,5823.89,0.0,53431.35301890732,0.0,10456.937130524322
09-16 8:00,1,-9761.46,-9761.46,1177.305,0.9579242308,0.9579831455,0.957956332,0.0703,9761.46,0.0,58964.04851890732,0.0,10286.086623698273
09-16 9:00,1,-12622.45,-12622.45,2253.319,0.952059615,0.9520958382,0.952075395,0.0703,12622.45,0.0,68237.43551890732,0.0,10040.105619783228
09-16 10:00,1,-15301.74,-15301.74,3718.64,0.948997091,0.9489967163,0.9489892635,0.0703,15301.74,0.0,80228.76301890732,0.0,9558.821091525611
09-16 11:00,1,-16027.83,-16027.83,4251.19,0.9485363905,0.9485376396,0.9485297288,0.0703,16027.83,0.0,94765.41601890733,0.0,9328.712116692564
09-16 12:00,1,-14933.02,-14933.02,3713.99,0.9495620893,0.9496054739,0.9495816998,0.0703,14933.02,0.0,109991.85451890733,0.0,9567.270294502274
09-16 13:00,1,-12107.03,-12107.03,2358.176,0.95351587,0.9535801557,0.9535479712,0.0703,12107.03,0.0,124178.22351890734,0.0,10032.16473610439
09-16 14:00,1,-11537.61,-11537.61,2213.119,0.9546150145,0.9546691827,0.9546403291,0.0703,11537.61,0.0,135679.90201890733,0.0,10077.322088122548
09-16 15:00,1,-7826.55,-7826.55,864.059,0.9622037703,0.9622682225,0.9622362462,0.0703,7826.55,0.0,146640.63151890732,0.0,10363.537461225878
09-16 16:00,0,0.0,912.843,-283.8205,0.9945352049,0.9946480797,0.9946073598,0.0703,0.0,11658.028823680708,154075.85401890732,-10745.185823680707,10745.185823680707
09-16 17:00,0,0.0,502.89,-524.048,0.9902360966,0.9903299438,0.9902938039,0.0703,0.0,11192.521055970245,141804.24473082236,-10689.631055970245,10689.631055970245
09-16 18:00,0,0.0,663.752,-430.301,0.9992458418,0.9992336425,0.9992432188,0.0999,0.0,663.752,130022.64361927476,0.0,10791.138444262979
09-16 19:00,0,0.0,1055.853,-202.2883,1.003314079,1.00331333,1.003319659,0.0999,0.0,1055.853,129323.9573034853,0.0,10841.920519079446
09-16 20:00,0,0.0,994.126,-238.976,1.002439602,1.002440226,1.002445639,0.0999,0.0,994.126,128212.53309295898,0.0,10831.728356188649
09-16 21:00,0,0.0,873.408,-310.4394,1.000987552,1.000988427,1.000993506,0.0999,0.0,873.4080000000001,127166.08467190636,-1.1368683772161603e-13,10814.215585523889
09-16 22:00,0,0.0,812.929,-346.0935,1.000210919,1.000213542,1.000218122,0.0481,0.0,11617.66409919677,126246.70782980109,-10804.73509919677,10804.73509919677
09-16 23:00,0,0.0,691.135,-417.609,0.9986662294,0.9986691855,0.9986736822,0.0481,0.0,11476.634875752765,114017.58772538343,-10785.499875752765,10785.499875752765
09-17 0:00,0,0.0,340.3872,-618.079,0.994513013,0.9945113892,0.9945171766,0.0481,0.0,11071.277998360916,101936.91943511736,-10730.890798360917,10730.890798360917
09-17 1:00,0,0.0,82.6574,-755.734,0.9913044305,0.9912993509,0.9913057629,0.0481,0.0,10769.93088929893,90282.94259473745,-10687.27348929893,10687.27348929893
09-17 2:00,0,0.0,76.5395,-759.22,0.9911764836,0.9911721118,0.9911789817,0.0481,0.0,10762.18724469583,78946.17323758069,-10685.647744695829,10685.647744695829
09-17 3:00,0,0.0,70.5227,-762.649,0.9912642103,0.9912596304,0.9912669166,0.0481,0.0,10756.874566512546,67617.55508526928,-10686.351866512547,10686.351866512547
09-17 4:00,0,0.0,121.2567,-733.716,0.9922295788,0.9922253736,0.9922327848,0.0481,0.0,10820.096347458542,56294.52922578239,-10698.839647458542,10698.839647458542
09-17 5:00,0,0.0,199.9009,-688.735,0.9936844599,0.9936807126,0.9936877491,0.0481,0.0,10917.492118219507,44904.95412319445,-10717.591218219506,10717.591218219506
09-17 6:00,0,0.0,290.673,-636.622,0.9953677967,0.995364341,0.9953709611,0.0481,0.0,11029.714579357202,33412.8571566476,-10739.041579357201,10739.041579357201
09-17 7:00,0,0.0,467.459,-534.524,0.9954043946,0.9954547324,0.9954405762,0.0703,0.0,11212.499719458017,21802.631283640018,-10745.040719458017,10745.040719458017
09-17 8:00,1,-7285.25,-7285.25,295.1007,0.9651786508,0.9651647444,0.9651672842,0.0703,7285.25,0.0,10000.0,0.0,10427.322755085022
09-17 9:00,1,-9767.28,-9767.28,884.972,0.9582328356,0.9581841217,0.9581965291,0.0703,9767.28,0.0,16920.9875,0.0,10318.16941071953
09-17 10:00,1,-10442.0,-10442.0,1117.879,0.9566140343,0.9565629471,0.9565752297,0.0703,10442.0,0.0,26199.9035,0.0,10277.915098193176
09-17 11:00,1,-13236.98,-13236.98,2342.484,0.9512365578,0.951163362,0.9511819316,0.0703,13236.98,0.0,36119.8035,0.0,10009.729286723643
09-17 12:00,1,-9722.79,-9722.79,923.427,0.9582087284,0.9581454003,0.9581614718,0.0703,9722.79,0.0,48694.9345,0.0,10314.378805774451
09-17 13:00,1,-12063.8,-12063.8,1827.779,0.9524944597,0.9524176416,0.9524368357,0.0703,12063.8,0.0,57931.58499999999,0.0,10130.155009565668
09-17 14:00,1,-4961.97,-4961.97,-291.6214,0.9703183034,0.9702990676,0.9703016074,0.0703,4961.97,0.0,69392.19499999999,0.0,10482.933972845183
09-17 15:00,1,-5825.05,-5825.05,-153.0767,0.9672060662,0.9671556452,0.9671682609,0.0703,5825.05,0.0,74106.06649999999,0.0,10451.89444201325
09-17 16:00,0,0.0,175.1605,-692.867,0.9938950123,0.9938771089,0.9938873929,0.0703,0.0,7894.1704542119915,79639.86399999999,-7719.0099542119915,10719.45196832905
09-17 17:00,0,0.0,167.0545,-697.503,0.9924272241,0.9924246427,0.9924276405,0.0703,0.0,10870.47430837759,71330.21089030316,-10703.41980837759,10703.41980837759
09-17 18:00,0,0.0,346.1491,-594.656,0.9959720993,0.9959531966,0.9959644799,0.0999,0.0,346.1491,59887.60635516885,0.0,10747.821191657025
09-17 19:00,0,0.0,620.574,-445.457,0.9988513423,0.9988408084,0.9988498018,0.0999,0.0,620.574,59523.23888148464,0.0,10786.274064401714
09-17 20:00,0,0.0,615.693,-448.307,0.9985959897,0.9985882871,0.9985959897,0.0999,0.0,615.693,58870.00309201096,0.0,10783.42438006504
09-17 21:00,0,0.0,598.112,-458.564,0.9982437505,0.9982387542,0.9982456241,0.0999,0.0,598.112,58221.905197274114,0.0,10779.211905463748
09-17 22:00,0,0.0,576.456,-471.188,0.9978409654,0.9978387171,0.9978447959,0.0481,0.0,0.0,57592.31361832675,576.456,10774.339724723608
09-17 23:00,0,0.0,534.35,-495.696,0.9971519756,0.9971518507,0.9971574715,0.0481,0.0,11300.158491079195,57592.31361832675,-10765.808491079195,10765.808491079195
09-18 0:00,0,0.0,447.589,-546.053,0.9962573047,0.9962606356,0.9962637583,0.0481,0.0,11201.280132477528,45697.409943506544,-10753.691132477528,10753.691132477528
09-18 1:00,0,0.0,444.27,-547.972,0.9960010778,0.9960060741,0.9960093217,0.0481,0.0,0.0,33906.58875142493,444.27,10750.820623869447
09-18 2:00,0,0.0,502.718,-514.074,0.9965820643,0.9965891424,0.9965926814,0.0481,0.0,0.0,33906.58875142493,502.718,10758.781310362572
09-18 3:00,0,0.0,554.854,-483.765,0.9972503195,0.9972584801,0.9972624355,0.0481,0.0,11322.270535998632,33906.58875142493,-10767.416535998633,10767.416535998633
09-18 4:00,0,0.0,610.304,-451.451,0.9981622692,0.9981708878,0.9981750514,0.0481,0.0,11388.988777855051,21988.409239847424,-10778.684777855051,10778.684777855051
09-18 5:00,0,0.0,647.115,-429.956,0.9990403273,0.9990487378,0.9990527348,0.0481,0.0,0.0,10000.0,647.115,10789.061187564228
09-18 6:00,0,0.0,678.697,-411.484,0.9999809642,0.9999886252,0.9999923724,0.0481,0.0,0.0,10000.0,678.697,10799.955264253458
09-18 7:00,0,0.0,691.928,-407.028,0.9959150582,0.9960182734,0.9959852146,0.0703,0.0,0.0,10000.0,691.928,10756.14849535646
09-18 8:00,1,-9159.11,-9159.11,949.711,0.960340858,0.9603679629,0.960354348,0.0703,9159.11,0.0,10000.0,0.0,10335.820572013241
09-18 9:00,1,-13056.26,-13056.26,2361.797,0.9519628533,0.9519462822,0.9519460741,0.0703,13056.259999999998,0.0,18701.1545,-1.8189894035458565e-12,10013.881835608785
09-18 10:00,1,-13018.27,-13018.27,2303.84,0.951982672,0.9519536934,0.9519572741,0.0703,13018.27,0.0,31104.601499999997,0.0,10027.458814296815
09-18 11:00,1,-13998.0,-13998.0,2755.636,0.9499768239,0.9499373531,0.9499436818,0.0703,13998.0,0.0,43471.95800000001,0.0,9890.20316122631
09-18 12:00,1,-16808.99,-16808.99,4461.84,0.9466280535,0.9465746764,0.9465858764,0.0703,16808.990000000013,0.0,56770.05800000001,1.0913936421275139e-11,9206.338862073053
09-18 13:00,1,-15460.71,-15460.71,3666.03,0.947416553,0.9473794555,0.9473836191,0.0703,15460.71,0.0,72738.59850000002,0.0,9560.48969745403
09-18 14:00,1,-7458.56,-7458.56,242.8157,0.9612714606,0.9612994815,0.9612814116,0.0703,7458.56,0.0,87426.27300000002,0.0,10386.58123602486
09-18 15:00,0,0.0,150.6609,-703.594,0.9888586166,0.9889423879,0.9889114108,0.0703,0.0,10815.056950593269,94511.90500000001,-10664.396050593268,10664.396050593268
09-18 16:00,0,0.0,206.2231,-675.079,0.9894761593,0.9895468569,0.9895197936,0.0703,0.0,0.0,83127.6345256913,206.2231,10672.92682006151
09-18 17:00,0,0.0,268.5682,-639.306,0.9911918889,0.9912365225,0.991218744,0.0703,0.0,0.0,83127.63452569132,268.5682,10693.706105197123
09-18 18:00,0,0.0,480.521,-526.954,0.9979184914,0.9979053761,0.9979135783,0.0999,0.0,480.521,83127.63452569132,0.0,10772.477627115672
09-18 19:00,0,0.0,773.656,-359.0661,1.00100429,1.000999918,1.001005872,0.0999,0.0,773.656,82621.82294674395,0.0,10812.843972432742
09-18 20:00,0,0.0,757.004,-368.8507,1.000603253,1.000601338,1.000606251,0.0999,0.0,757.004,81807.44820990185,0.0,10808.204261232948
09-18 21:00,0,0.0,774.415,-358.6186,1.000640892,1.000642391,1.000646263,0.0999,0.0,774.415,81010.60189411238,0.0,10808.976337181854
09-18 22:00,0,0.0,848.009,-315.2852,1.001328758,1.001335045,1.001337918,0.0481,0.0,0.0,80195.42820990185,848.009,10817.764712365079
09-18 23:00,0,0.0,862.179,-310.1898,1.001270426,1.001279752,1.001282084,0.0481,0.0,0.0,80195.42820990185,862.179,10817.281306236979
09-19 0:00,0,0.0,830.698,-328.7599,1.001000126,1.001014449,1.001013033,0.0481,0.0,6092.057170836568,80195.42820990185,-5261.3591708365675,10813.810096687306
09-19 1:00,0,0.0,826.731,-331.0976,1.000787367,1.000803022,1.000802023,0.0481,0.0,11638.169196872335,73782.7364511265,-10811.438196872336,10811.438196872336
09-19 2:00,0,0.0,861.317,-310.6981,1.00109568,1.001112876,1.00111246,0.0481,0.0,11676.694285307414,61532.03203336615,-10815.377285307415,10815.377285307413
09-19 3:00,0,0.0,888.239,-294.7989,1.001438968,1.00145683,1.00145683,0.0481,0.0,0.0,49240.7748909373,888.239,10819.53396625288
09-19 4:00,0,0.0,908.822,-292.81,1.001796953,1.001814648,1.001815064,0.0481,0.0,11732.280491624122,49240.7748909373,-10823.458491624122,10823.458491624122
09-19 5:00,0,0.0,899.643,-298.2379,1.002067253,1.002083699,1.00208424,0.0481,0.0,11725.875797287601,36891.00595238559,-10826.232797287601,10826.232797287601
09-19 6:00,0,0.0,800.911,-356.4777,1.00142223,1.001435304,1.00143597,0.0481,0.0,0.0,24547.97879734601,800.911,10817.49644179282
09-19 7:00,1,-5865.72,-5865.72,160.4605,0.9689106374,0.9690062333,0.9689690941,0.0703,5865.72,0.0,24547.97879734601,0.0,10470.753873033618
09-19 8:00,1,-10657.2,-10657.2,1483.596,0.9562710799,0.9563594311,0.9563212927,0.0703,10657.2,0.0,30120.412797346013,0.0,10228.339029617135
09-19 9:00,1,-14065.9,-14065.9,2860.3,0.9495643793,0.9496383245,0.9496036419,0.0703,14065.9,0.0,40244.75279734602,0.0,9856.245458438401
09-19 10:00,1,-14903.81,-14903.81,3331.55,0.9484425017,0.9485212767,0.9484841791,0.0703,14903.81,0.0,53607.357797346005,0.0,9694.273157952952
09-19 11:00,1,-9869.55,-9869.55,978.39,0.9562122068,0.9563359485,0.9562813639,0.0703,9869.55,0.0,67765.977297346,0.0,10288.322361034048
09-19 12:00,1,-17061.31,-17061.31,4640.38,0.945615928,0.9456869587,0.9456520263,0.0703,17061.31,0.0,77142.049797346,0.0,9106.022772261382
09-19 13:00,1,-15532.24,-15532.24,3710.25,0.9466528685,0.9467321431,0.9466923809,0.0703,15532.240000000002,0.0,93350.294297346,1.8189894035458565e-12,9534.989711602826
09-19 14:00,1,-12969.97,-12969.97,2356.377,0.9494353082,0.9495235762,0.9494788177,0.0703,12969.97,0.0,108105.92229734601,0.0,9987.279236368915
09-19 15:00,1,-8582.33,-8582.33,632.927,0.9572564752,0.9573522376,0.9573047728,0.0703,8582.33,0.0,120427.39379734601,0.0,10326.64707501085
09-19 16:00,1,-5099.22,-5099.22,-184.0375,0.9672949171,0.9673688207,0.9673312235,0.0703,5099.22,0.0,128580.60729734601,0.0,10452.900610647095
09-19 17:00,0,0.0,174.4027,-693.3,0.9887343336,0.9888124841,0.9887786758,0.0703,0.0,10838.126831952268,133424.86629734602,-10663.724131952267,10663.724131952278
09-19 18:00,0,0.0,330.8057,-603.5,0.9965023316,0.9964896327,0.996494629,0.0999,0.0,330.8057,122016.31173739626,0.0,10753.135148871963
09-19 19:00,0,0.0,645.776,-430.738,0.9998569726,0.9998535169,0.9998563065,0.0999,0.0,645.776,121668.09521108046,0.0,10797.825942277259
09-19 20:00,0,0.0,651.751,-427.245,0.9997032948,0.9997027535,0.9997043773,0.0999,0.0,651.751,120988.33100055414,0.0,10796.333990717212
09-19 21:00,0,0.0,686.991,-409.92,0.9998932791,0.9998965267,0.9998970263,0.0999,0.0,686.991,120302.27731634362,0.0,10799.066357316586
09-19 22:00,0,0.0,702.258,-400.976,0.9999135974,0.9999201758,0.9999198844,0.0481,0.0,11501.879903576659,119579.128895291,-10799.621903576659,10799.621903576659
09-19 23:00,0,0.0,694.423,-405.567,0.9996419652,0.99965125,0.9996504173,0.0481,0.0,11490.93559841096,107471.8868915261,-10796.51259841096,10796.51259841096
09-20 0:00,0,0.0,687.331,-409.721,0.9993499314,0.9993630467,0.9993597991,0.0481,0.0,11480.528181524514,95376.16520898824,-10793.197181524514,10793.197181524514
09-20 1:00,0,0.0,713.765,-394.231,0.9994985714,0.9995136852,0.999510729,0.0481,0.0,11509.146638989147,83291.39870212034,-10795.381638989147,10795.381638989147
09-20 2:00,0,0.0,768.987,-361.8197,1.000058532,1.000075436,1.000072979,0.0481,0.0,11571.558984417004,71176.50750318439,-10802.571984417005,10802.571984417005
09-20 3:00,0,0.0,800.557,-343.2532,1.000461483,1.000479179,1.000477347,0.0481,0.0,11608.092165831047,58995.919098534905,-10807.535165831046,10807.535165831046
09-20 4:00,0,0.0,841.767,-318.9765,1.001162423,1.001180326,1.00117891,0.0481,0.0,11657.624968922893,46776.87471344959,-10815.857968922894,10815.857968922894
09-20 5:00,0,0.0,858.431,-312.4131,1.001702315,1.001719302,1.00171797,0.0481,0.0,11680.318124123221,34505.69053563602,-10821.887124123221,10821.887124123221
09-20 6:00,0,0.0,783.402,-356.6179,1.001347702,1.001361817,1.001360609,0.0481,0.0,11600.087884731003,22210.618826032634,-10816.685884731003,10816.685884731003
09-20 7:00,1,-5785.03,-5785.03,114.4906,0.9721193448,0.9721011499,0.9721043559,0.0703,5785.03,0.0,10000.0,0.0,10505.842520481923
09-20 8:00,1,-9823.37,-9823.37,1099.357,0.9604220479,0.9603657562,0.9603797875,0.0703,9823.37,0.0,15495.7785,0.0,10321.246935554751
09-20 9:00,1,-11861.22,-11861.22,1739.147,0.9548745306,0.9548149498,0.9548281483,0.0703,11861.22,0.0,24827.980000000003,0.0,10172.034144130375
09-20 10:00,1,-12801.05,-12801.05,2114.714,0.9527435252,0.9526831533,0.9526955608,0.0703,12801.05,0.0,36096.139,0.0,10077.097216191674
09-20 11:00,1,-11552.28,-11552.28,1563.485,0.9550447796,0.9549759555,0.9549909028,0.0703,11552.28,0.0,48257.13650000001,0.0,10202.271512513917
09-20 12:00,0,0.0,197.0273,-680.347,0.9951089051,0.9951249765,0.9951178568,0.0703,0.0,10930.621174805505,59231.802500000005,-10733.593874805505,10733.593874805505
09-20 13:00,1,-6736.49,-6736.49,9.29024,0.9658524019,0.9658148464,0.9658193847,0.0703,6736.49,0.0,47725.88547388895,0.0,10438.519866198389
09-20 14:00,0,0.0,185.384,-687.014,0.993758988,0.9937741434,0.9937667323,0.0703,0.0,0.0,54125.55097388895,185.384,10718.549411007783
09-20 15:00,0,0.0,220.4757,-666.911,0.9927297918,0.9927601859,0.9927461546,0.0703,0.0,0.0,54125.55097388895,220.4757,10708.673924164945
09-20 16:00,0,0.0,292.1435,-625.754,0.9936173012,0.9936410753,0.9936292507,0.0703,0.0,0.0,54125.55097388896,292.1435,10720.766246549161
09-20 17:00,0,0.0,338.5648,-599.025,0.9958409464,0.9958404884,0.9958390311,0.0703,0.0,0.0,54125.55097388896,338.5648,10746.342756998281
09-20 18:00,0,0.0,445.003,-544.054,0.9976651789,0.9976562689,0.997658767,0.0999,0.0,445.00300000000004,54125.55097388896,-5.684341886080802e-14,10768.931763277824
09-20 19:00,0,0.0,694.127,-409.012,1.00020917,1.000208088,1.000208546,0.0999,0.0,694.127,53657.12676336264,0.0,10802.505678118152
09-20 20:00,0,0.0,636.187,-442.914,0.9993231179,0.9993236176,0.9993231179,0.0999,0.0,636.187,52926.46676336264,0.0,10791.595976587989
09-20 21:00,0,0.0,565.335,-484.248,0.9983432602,0.998345342,0.9983440929,0.0999,0.0,565.335,52256.796237046845,0.0,10779.219251453444
09-20 22:00,0,0.0,514.515,-513.817,0.9976028917,0.9976069304,0.9976050568,0.0481,0.0,6209.225457260198,51661.706763362636,-5694.7104572601975,10769.83924889239
09-20 23:00,0,0.0,462.85,-543.811,0.9968134763,0.9968193885,0.9968168904,0.0481,0.0,0.0,45125.67996624664,462.85,10759.823520594142
09-21 0:00,0,0.0,343.9767,-612.563,0.9948774931,0.9948819065,0.9948804076,0.0481,0.0,11079.147075912715,45125.67996624664,-10735.170375912716,10735.170375912716
09-21 1:00,0,0.0,276.3371,-651.513,0.9938816888,0.9938862688,0.9938851446,0.0481,0.0,10998.43155140205,33463.41988633852,-10722.09445140205,10722.09445140205
09-21 2:00,0,0.0,309.8576,-632.221,0.9942019933,0.994207864,0.9942072811,0.0481,0.0,0.0,21886.12351644162,309.8576,10726.717144361797
09-21 3:00,0,0.0,326.6142,-622.567,0.9944964419,0.9945026457,0.9945026457,0.0481,0.0,0.0,21886.12351644162,326.6142,10730.4695343629
09-21 4:00,0,0.0,358.9981,-603.89,0.9951913441,0.9951975478,0.9951978392,0.0481,0.0,0.0,21886.12351644162,358.9981,10739.059215335592
09-21 5:00,0,0.0,384.89,-588.937,0.9960010778,0.9960065737,0.9960068652,0.0481,0.0,0.0,21886.12351644162,384.89,10748.654362729862
09-21 6:00,0,0.0,407.836,-575.671,0.9968914185,0.9968959152,0.9968963316,0.0481,0.0,0.0,21886.12351644162,407.836,10759.009595513104
09-21 7:00,0,0.0,510.924,-515.904,0.9986337118,0.9986397073,0.9986392077,0.0703,0.0,11291.817340619542,21886.12351644162,-10780.893340619543,10780.893340619543
09-21 8:00,1,-9321.02,-9321.02,898.112,0.9616317771,0.9615580817,0.9615781085,0.0703,9321.02,0.0,10000.0,0.0,10353.637155778215
09-21 9:00,1,-5432.27,-5432.27,-226.2442,0.9723439701,0.9722965053,0.9723082882,0.0703,5432.27,0.0,18854.968999999997,0.0,10506.14200841698
09-21 10:00,1,-14237.72,-14237.72,2874.924,0.9515221796,0.9514012275,0.9514348693,0.0703,14237.72,0.0,24015.6255,0.0,9872.668729053275
09-21 11:00,1,-13119.28,-13119.28,2329.595,0.9529101102,0.9527985262,0.9528282125,0.0703,13119.28,0.0,37541.4595,0.0,10030.88086754863
09-21 12:00,1,-8398.26,-8398.26,505.6,0.9623673991,0.9622982836,0.9623138554,0.0703,8398.26,0.0,50004.775499999996,0.0,10388.220372488593
09-21 13:00,1,-7413.32,-7413.32,245.0268,0.9643562181,0.9643000097,0.9643108767,0.0703,7413.32,0.0,57983.1225,0.0,10419.270937931302
09-21 14:00,1,-8290.61,-8290.61,530.947,0.9614357972,0.9613755502,0.9613864588,0.0703,8290.61,0.0,65025.7765,0.0,10376.969787965218
09-21 15:00,1,-5929.07,-5929.07,-28.96778,0.9681453291,0.9680988635,0.9681055668,0.0703,5929.07,0.0,72901.856,0.0,10463.16955113175
09-21 16:00,0,0.0,324.6632,-607.039,0.9962778728,0.9962646743,0.9962695457,0.0703,0.0,0.0,78534.4725,324.6632,10750.500722928184
09-21 17:00,0,0.0,147.024,-708.959,0.9940189622,0.9940014335,0.9940064714,0.0703,0.0,0.0,78534.4725,147.024,10719.746344491687
09-21 18:00,0,0.0,356.5143,-588.68,0.9963311251,0.9963190507,0.996322673,0.0999,0.0,356.5143,78534.47250000002,0.0,10752.110239889622
09-21 19:00,0,0.0,744.554,-376.172,1.000430256,1.000429049,1.000430048,0.0999,0.0,744.5539999999999,78159.1942894737,1.1368683772161603e-13,10806.0886984943
09-21 20:00,0,0.0,663.188,-423.856,0.9992921825,0.999292016,0.9992921825,0.0999,0.0,663.1880000000003,77375.45323684212,-3.410605131648481e-13,10792.024900632803
09-21 21:00,0,0.0,565.943,-480.612,0.9980334895,0.9980343223,0.998033781,0.0999,0.0,565.943,76677.36060526317,0.0,10776.030653454412
09-21 22:00,0,0.0,505.311,-515.88,0.9972066018,0.9972093082,0.997208184,0.0481,0.0,0.0,76081.63113157895,505.311,10765.45261444918
09-21 23:00,0,0.0,401.766,-575.891,0.9958197121,0.995823043,0.995821669,0.0481,0.0,0.0,76081.63113157895,401.766,10747.398223218275
09-22 0:00,0,0.0,198.977,-689.267,0.9928639841,0.9928621104,0.9928642755,0.0481,0.0,0.0,76081.63113157895,198.977,10708.691274482895
09-22 1:00,0,0.0,123.9053,-732.204,0.9917944843,0.9917927772,0.9917951921,0.0481,0.0,0.0,76081.63113157895,123.9053,10694.256789842872
09-22 2:00,0,0.0,197.3886,-690.177,0.9926230375,0.992623662,0.9926262851,0.0481,0.0,0.0,76081.63113157895,197.3886,10706.043401810326
09-22 3:00,0,0.0,271.1521,-647.851,0.9936359957,0.9936379943,0.993640992,0.0481,0.0,0.0,76081.63113157895,271.1521,10719.656045859927
09-22 4:00,0,0.0,338.8382,-608.889,0.9947848534,0.9947875597,0.9947904742,0.0481,0.0,0.0,76081.63113157895,338.8382,10734.376529541503
09-22 5:00,0,0.0,384.851,-582.337,0.9958587665,0.9958613479,0.995863971,0.0481,0.0,1013.7649375367255,76081.63113157895,-628.9139375367255,10747.473599648967
09-22 6:00,0,0.0,395.67,-576.086,0.9966340674,0.9966352749,0.9966377314,0.0481,0.0,0.0,75014.51014469819,395.67,10756.201947167592
09-22 7:00,1,-5876.51,-5876.51,1.93719,0.9689144262,0.9689274166,0.9689192144,0.0703,5876.51,0.0,75014.51014469819,0.0,10472.024070458998
09-22 8:00,1,-9986.52,-9986.52,1170.237,0.9582031492,0.9581965291,0.9581923656,0.0703,9986.52,0.0,80597.19464469819,0.0,10289.809825752183
09-22 9:00,1,-12395.26,-12395.26,1959.133,0.9531750391,0.9531074225,0.9531232857,0.0703,12395.26,0.0,90084.38864469819,0.0,10113.167288991935
09-22 10:00,1,-14412.73,-14412.73,2983.794,0.9510912903,0.9509769583,0.9510086432,0.0703,14412.72999999999,0.0,101859.8856446982,-9.094947017729282e-12,9835.5206879358
09-22 11:00,1,-14114.16,-14114.16,2951.418,0.9519235907,0.9518162535,0.951845357,0.0703,14114.16,0.0,115551.97914469818,0.0,9854.753993714554
09-22 12:00,1,-12819.75,-12819.75,2434.99,0.9542510756,0.9541543139,0.9541794203,0.0703,12819.75,0.0,128960.43114469819,0.0,10020.899064787023
09-22 13:00,1,-10315.14,-10315.14,1445.053,0.9587468716,0.9586708446,0.9586888729,0.0703,10315.14,0.0,141139.19364469819,0.0,10260.048778455925
09-22 14:00,1,-9816.19,-9816.19,1338.781,0.9596061104,0.9595398261,0.9595538574,0.0703,9816.19,0.0,150938.5766446982,0.0,10283.92719650268
09-22 15:00,1,-6851.83,-6851.83,483.628,0.9670301132,0.9669886439,0.966994806,0.0703,6851.83,0.0,160263.9571446982,0.0,10440.014501316626
09-22 16:00,0,0.0,867.254,-307.2055,1.001379179,1.001385383,1.001387298,0.0703,0.0,11685.796346168177,166773.1956446982,-10818.542346168177,10818.542346168177
09-22 17:00,0,0.0,531.914,-503.707,0.9977030259,0.9976943656,0.9976999865,0.0703,0.0,11303.220559980222,154472.3573855738,-10771.306559980221,10771.306559980221
09-22 18:00,0,0.0,621.497,-451.499,0.998848178,0.9988378106,0.9988442226,0.0999,0.0,621.4969999999996,142574.23048033143,3.410605131648481e-13,10785.990415085387
09-22 19:00,0,0.0,991.313,-243.9533,1.00265386,1.002654235,1.002657649,0.0999,0.0,991.313,141920.02311191038,0.0,10833.933686875687
