Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
09-16 21:00,0,352.461,-76.0724,234.253,-122.426,286.694,-111.941
09-16 22:00,0,328.012,-90.2335,218.098,-132.663,266.819,-123.197
09-16 23:00,0,278.777,-118.607,185.553,-153.22,226.805,-145.782
09-17 0:00,0,136.732,-195.971,91.9332,-211.912,111.722,-210.196
09-17 1:00,0,32.6158,-250.778,22.9369,-251.341,27.1047,-253.615
09-17 2:00,0,30.1438,-252.148,21.2989,-252.352,25.0968,-254.72
09-17 3:00,0,27.7126,-253.496,19.6881,-253.346,23.122,-255.807
09-17 4:00,0,48.2122,-242.118,33.2704,-244.96,39.7741,-246.638
09-17 5:00,0,79.9865,-224.416,54.3232,-231.932,65.5912,-232.387
09-17 6:00,0,116.657,-203.888,78.6202,-216.853,95.3958,-215.881
09-17 7:00,189,188.083,-163.601,125.924,-187.357,153.452,-183.566
09-17 8:00,200,-2410.03,105.539,-2435.62,81.8287,-2439.6,107.733
09-17 9:00,171,-3259.17,299.866,-3238.24,266.556,-3269.87,318.55
09-17 10:00,193,-3482.48,377.089,-3456.91,338.766,-3502.61,402.024
09-17 11:00,196,-4421.56,785.856,-4375.87,719.412,-4439.55,837.216
09-17 12:00,121,-3238.08,312.156,-3222.18,278.533,-3262.53,332.738
09-17 13:00,141,-4027.64,615.31,-3994.83,560.914,-4041.33,651.555
09-17 14:00,151,-1646.15,-93.191,-1653.07,-103.398,-1662.75,-95.0324
09-17 15:00,56,-1936.86,-47.396,-1936.78,-59.527,-1951.41,-46.1537
09-17 16:00,25,70.0403,-226.614,47.6739,-232.727,57.4463,-233.526
09-17 17:00,78,66.7622,-228.44,45.5057,-234.069,54.7866,-234.994
09-17 18:00,0,139.153,-187.905,93.4271,-204.32,113.569,-202.431
09-17 19:00,0,250.053,-128.328,166.832,-161.702,203.689,-155.427
09-17 20:00,0,248.081,-129.456,165.527,-162.523,202.085,-156.328
09-17 21:00,0,240.977,-133.515,160.825,-165.479,196.31,-159.57
09-17 22:00,0,232.227,-138.509,155.033,-169.117,189.196,-163.562
09-17 23:00,0,215.213,-148.202,143.771,-176.182,175.366,-171.312
09-18 0:00,0,180.153,-168.104,120.563,-190.71,146.873,-187.239
09-18 1:00,0,178.809,-168.862,119.678,-191.263,145.783,-187.847
09-18 2:00,0,202.428,-155.468,135.314,-181.481,164.976,-177.125
09-18 3:00,0,223.496,-143.485,149.258,-172.741,182.1,-167.539
09-18 4:00,0,245.902,-130.701,164.088,-163.428,200.314,-157.322
09-18 5:00,0,260.775,-122.193,173.932,-157.236,212.408,-150.527
09-18 6:00,0,273.536,-114.879,182.377,-151.917,222.784,-144.688
09-18 7:00,359,279.162,-114.991,185.734,-149.764,227.032,-142.273
09-18 8:00,410,-3021.89,324.661,-3070.73,290.037,-3066.49,335.013
09-18 9:00,399,-4355.8,794.719,-4331.06,729.582,-4369.4,837.496
09-18 10:00,354,-4346.67,775.357,-4314.42,710.42,-4357.18,818.063
09-18 11:00,350,-4676.59,924.537,-4630.56,848.793,-4690.85,982.306
09-18 12:00,376,-5631.93,1495.88,-5554.39,1375.87,-5622.67,1590.09
09-18 13:00,402,-5167.04,1226.67,-5112.85,1131.27,-5180.82,1308.09
09-18 14:00,410,-2479.06,85.3873,-2479.81,65.1168,-2499.69,92.3116
09-18 15:00,391,60.2273,-232.11,41.1247,-236.803,49.3089,-234.681
09-18 16:00,334,82.5738,-219.62,55.9961,-227.573,67.6532,-227.886
09-18 17:00,230,107.769,-205.527,72.6817,-217.221,88.1175,-216.558
09-18 18:00,0,193.409,-160.584,129.397,-185.185,157.715,-181.185
09-18 19:00,0,312.156,-95.9891,207.596,-135.962,253.904,-127.115
09-18 20:00,0,305.425,-99.8717,203.146,-138.775,248.433,-130.204
09-18 21:00,0,312.461,-95.8126,207.801,-135.832,254.153,-126.974
09-18 22:00,0,342.205,-78.6112,227.472,-123.381,278.332,-113.293
09-18 23:00,0,347.871,-75.3098,231.467,-124.165,282.841,-110.715
09-19 0:00,0,335.151,-82.6809,223.047,-129.506,272.5,-116.573
09-19 1:00,0,333.546,-83.6096,221.988,-130.177,271.197,-117.311
09-19 2:00,0,347.52,-75.5131,231.239,-124.31,282.558,-110.875
09-19 3:00,0,358.399,-69.1989,238.436,-119.741,291.404,-105.859
09-19 4:00,0,366.692,-67.784,243.952,-119.626,298.178,-105.4
09-19 5:00,0,362.984,-69.9389,241.497,-121.187,295.162,-107.112
09-19 6:00,0,323.095,-93.0577,215.089,-137.934,262.727,-125.486
09-19 7:00,542,-1909.11,66.7983,-1990.68,37.4997,-1965.93,56.1625
09-19 8:00,723,-3523.57,501.036,-3561.09,458.35,-3572.54,524.21
09-19 9:00,826,-4693.44,959.3,-4659.88,883.51,-4712.58,1017.49
09-19 10:00,882,-4984.07,1118.47,-4931.71,1028.44,-4988.03,1184.64
09-19 11:00,903,-3286.96,330.568,-3271.13,295.794,-3311.46,352.028
09-19 12:00,913,-5717.69,1556.19,-5638.82,1431.53,-5704.8,1652.66
09-19 13:00,897,-5191.32,1241.55,-5136.64,1145.04,-5204.28,1323.66
09-19 14:00,843,-4323.56,790.18,-4296.75,726.421,-4349.66,839.776
09-19 15:00,712,-2851.8,216.89,-2851.47,188.025,-2879.06,228.012
09-19 16:00,487,-1681.6,-54.6302,-1708.54,-70.0714,-1709.08,-59.3359
09-19 17:00,347,69.734,-226.784,47.4711,-232.853,57.1976,-233.663
09-19 18:00,0,132.952,-191.394,89.3217,-206.876,108.532,-205.23
09-19 19:00,0,260.236,-122.502,173.572,-157.462,211.968,-150.774
09-19 20:00,0,262.65,-121.119,175.17,-156.456,213.931,-149.67
09-19 21:00,0,277.165,-116.138,184.415,-150.595,225.411,-143.187
09-19 22:00,0,283.337,-112.592,188.496,-148.022,230.425,-140.362
09-19 23:00,0,280.17,-114.412,186.401,-149.343,227.852,-141.812
09-20 0:00,0,277.303,-116.059,184.506,-150.538,225.522,-143.124
09-20 1:00,0,287.989,-109.917,191.572,-146.082,234.204,-138.232
09-20 2:00,0,310.349,-97.0387,206.313,-136.774,252.325,-128.007
09-20 3:00,0,323.111,-89.6692,214.751,-131.438,262.695,-122.146
09-20 4:00,0,339.772,-80.0285,225.762,-124.465,276.233,-114.483
09-20 5:00,0,346.446,-76.1441,230.425,-124.828,281.56,-111.441
09-20 6:00,0,316.122,-93.6909,210.36,-137.541,256.92,-125.386
09-20 7:00,71,-1885.75,50.724,-1960.34,23.0193,-1938.94,40.7473
09-20 8:00,79,-3256.24,374.182,-3274.11,335.521,-3293.02,389.654
09-20 9:00,166,-3959.31,585.532,-3927.79,533.227,-3974.12,620.388
09-20 10:00,205,-4281.34,711.983,-4233.69,649.135,-4286.02,753.596
09-20 11:00,132,-3859.61,526.491,-3820.84,477.428,-3871.83,559.566
09-20 12:00,102,78.8588,-221.694,53.5351,-229.098,64.6334,-229.555
09-20 13:00,107,-2244.54,6.52573,-2235.85,-8.31839,-2256.1,11.0829
09-20 14:00,111,74.1532,-224.319,50.4189,-231.028,60.8119,-231.667
09-20 15:00,166,88.3348,-216.403,59.8108,-225.208,72.3301,-225.3
09-20 16:00,137,117.296,-200.186,78.9905,-213.301,95.857,-212.267
09-20 17:00,43,136.053,-189.647,91.4128,-205.574,111.099,-203.804
09-20 18:00,0,179.255,-168.574,119.889,-191.088,145.859,-184.392
09-20 19:00,0,279.955,-114.513,186.528,-152.597,227.644,-141.902
09-20 20:00,0,256.538,-127.944,171.029,-162.364,208.62,-152.606
09-20 21:00,0,227.872,-144.323,152.091,-174.271,185.372,-165.654
09-20 22:00,0,207.332,-156.021,138.494,-182.801,168.689,-174.995
09-20 23:00,0,186.447,-167.88,124.672,-191.458,151.731,-184.473
09-21 0:00,0,138.391,-195.04,92.8637,-211.32,112.722,-206.203
09-21 1:00,0,111.04,-210.411,74.767,-222.582,90.5301,-218.52
09-21 2:00,0,124.593,-202.799,83.7376,-217.002,101.527,-212.42
09-21 3:00,0,131.368,-198.989,88.2212,-214.211,107.025,-209.367
09-21 4:00,0,144.461,-191.616,96.8871,-208.812,117.65,-203.462
09-21 5:00,0,154.929,-185.711,103.815,-204.491,126.146,-198.735
09-21 6:00,0,164.206,-180.471,109.954,-200.658,133.676,-194.542
09-21 7:00,4,205.878,-156.847,137.535,-183.403,167.511,-175.654
09-21 8:00,3,-3093.09,306.357,-3102.41,271.672,-3125.52,320.083
09-21 9:00,3,-1801.2,-70.7306,-1809.06,-83.399,-1822.01,-72.1146
09-21 10:00,5,-4766.95,966.192,-4694.44,879.302,-4776.33,1029.43
09-21 11:00,10,-4385.25,782.51,-4327.74,711.628,-4406.29,835.457
09-21 12:00,33,-2798.2,173.284,-2782.42,147.507,-2817.64,184.809
09-21 13:00,53,-2463.75,86.6324,-2461.19,66.0087,-2488.38,92.3857
09-21 14:00,59,-2752.44,183,-2756.45,155.964,-2781.72,191.983
09-21 15:00,38,-1956.99,-2.56095,-1980.41,-20.4371,-1991.67,-5.96973
09-21 16:00,7,130.474,-192.787,87.6742,-207.901,106.515,-206.351
09-21 17:00,2,58.6659,-232.951,40.1439,-237.386,48.2142,-238.622
09-21 18:00,0,143.358,-185.539,96.1923,-202.597,116.964,-200.544
09-21 19:00,0,300.47,-102.735,199.784,-140.899,244.3,-132.538
09-21 20:00,0,267.572,-121.647,178.037,-154.614,217.579,-147.595
09-21 21:00,0,228.218,-144.15,152.062,-170.943,185.663,-165.519
09-21 22:00,0,203.7,-158.111,135.853,-181.105,165.758,-176.664
09-21 23:00,0,161.823,-181.846,108.17,-198.411,131.773,-195.634
09-22 0:00,0,79.6318,-224.616,54.0681,-232.091,65.2771,-232.56
09-22 1:00,0,49.2946,-241.517,33.9738,-244.525,40.6369,-246.162
09-22 2:00,0,78.9913,-224.973,53.642,-232.355,64.7553,-232.849
09-22 3:00,0,108.799,-208.298,73.383,-220.108,88.9701,-219.445
09-22 4:00,0,136.148,-192.937,91.4962,-208.843,111.194,-207.109
09-22 5:00,0,154.755,-182.453,103.801,-201.175,126.295,-198.709
09-22 6:00,0,159.126,-179.986,106.696,-199.369,129.848,-196.731
09-22 7:00,239,-1933.47,9.15609,-1973.79,-11.5865,-1969.25,4.3676
09-22 8:00,314,-3310.42,397.089,-3334.16,359.118,-3341.94,414.03
09-22 9:00,173,-4141.18,659.509,-4102.73,601.479,-4151.35,698.145
09-22 10:00,39,-4816.6,1001.25,-4768.56,920.004,-4827.57,1062.54
09-22 11:00,47,-4704.01,989.49,-4682.34,913.948,-4727.81,1047.98
09-22 12:00,39,-4252.87,816.021,-4268.02,756.298,-4298.86,862.671
09-22 13:00,44,-3406.15,489.199,-3445.17,445.402,-3463.82,510.452
09-22 14:00,60,-3234.29,455.61,-3292.62,413.683,-3289.28,469.488
09-22 15:00,65,-2234.13,174.693,-2318.98,141.766,-2298.72,167.169
09-22 16:00,50,350.013,-74.0755,232.782,-123.332,284.459,-109.798
09-22 17:00,20,214.419,-151.993,143.126,-179.898,174.369,-171.816
09-22 18:00,0,250.635,-131.326,167.088,-164.845,203.774,-155.328
09-22 19:00,0,400.127,-48.3096,265.959,-105.623,325.227,-90.0207
09-22 20:00,0,332.9,-87.3846,221.59,-133.816,270.702,-120.974
09-22 21:00,0,253.333,-133.175,168.966,-167.047,206.077,-157.413
09-22 22:00,0,213.845,-152.332,142.953,-180.035,174.356,-175.256
09-22 23:00,0,163.607,-180.819,109.68,-200.849,133.509,-198.071
09-23 0:00,0,78.7994,-225.064,53.6725,-235.745,64.5476,-232.955
09-23 1:00,0,33.7855,-246.772,23.7865,-250.882,27.9641,-249.782
09-23 2:00,0,47.1003,-239.382,32.6202,-245.426,38.7798,-243.829
09-23 3:00,0,73.1695,-224.873,49.916,-234.727,59.9601,-232.149
09-23 4:00,0,115.024,-201.467,77.6846,-217.498,93.9757,-213.33
09-23 5:00,0,140.527,-187.138,94.5883,-206.979,114.689,-201.834
09-23 6:00,0,141.675,-186.492,95.3502,-206.504,115.623,-201.315
09-23 7:00,103,-1717.23,-33.4323,-1759.34,-52.3476,-1746.12,-38.4635
09-23 8:00,118,-3387.93,425.174,-3410.48,385.686,-3418.47,443.435
09-23 9:00,187,-4654.92,905.806,-4605.62,830.746,-4668.15,963.036
09-23 10:00,281,-5511.56,1420.65,-5438.98,1307.34,-5508.23,1511.64
09-23 11:00,237,-5144.79,1211.8,-5090.43,1117.34,-5159.07,1292.56
09-23 12:00,125,-5035.31,1206.12,-5011.01,1118.8,-5064.1,1284.03
09-23 13:00,85,-4865.47,1150.84,-4863.43,1069.35,-4892.28,1214.16
09-23 14:00,37,-4013.62,744.854,-4034.35,685.925,-4058.57,781.233
09-23 15:00,4,-2871.23,311.832,-2928.62,276.305,-2926.8,318.709
09-23 16:00,5,266.979,-118.639,178.035,-154.652,217.453,-147.689
09-23 17:00,4,134.539,-193.843,90.4146,-209.516,109.867,-207.847
09-23 18:00,0,144.396,-188.294,96.9419,-205.451,117.877,-203.394
09-23 19:00,0,269.133,-117.398,179.539,-153.705,219.299,-146.65
09-23 20:00,0,241.147,-133.412,161.005,-165.364,196.533,-159.445
09-23 21:00,0,203.647,-154.771,136.174,-180.942,166.038,-176.531
09-23 22:00,0,185.499,-165.069,124.158,-188.462,151.284,-184.777
09-23 23:00,0,149.067,-185.661,100.033,-203.524,121.672,-201.282
09-24 0:00,0,109.063,-208.151,73.5451,-220.007,89.1691,-219.334
09-24 1:00,0,110.866,-207.14,74.7392,-219.265,90.6342,-218.522
09-24 2:00,0,146.386,-187.173,98.2605,-204.629,119.494,-202.494
09-24 3:00,0,149.712,-185.297,100.462,-203.257,122.197,-200.99
09-24 4:00,0,179.629,-168.395,120.273,-190.891,146.513,-187.44
09-24 5:00,0,189.141,-163.005,126.571,-186.953,154.246,-183.122
09-24 6:00,0,150.826,-184.67,101.197,-202.799,123.102,-200.487
09-24 7:00,351,-1776.7,-22.0293,-1824.25,-43.1175,-1811.37,-27.8827
09-24 8:00,565,-3142.01,340.755,-3164.82,304.092,-3181.26,354.034
09-24 9:00,699,-4483.14,855.857,-4456.39,787.8,-4508.38,908.689
09-24 10:00,771,-4789.42,1029.35,-4762.88,950.407,-4809.66,1089.98
09-24 11:00,827,-5685.65,1613.86,-5655.72,1499.35,-5694.91,1709.26
09-24 12:00,674,-5573.54,1596.92,-5571.59,1491.18,-5597.11,1689.53
09-24 13:00,391,-4906.19,1235.21,-4930.35,1150.16,-4953.49,1301.87
09-24 14:00,220,-3738.56,699.648,-3813.93,647.702,-3810.75,727.458
09-24 15:00,245,-2514.88,276.042,-2622.59,238.439,-2594.91,272.085
09-24 16:00,324,337.938,-81.0907,224.545,-125.236,274.74,-115.328
09-24 17:00,344,184.244,-169.154,122.996,-189.15,149.968,-185.487
09-24 18:00,0,191.602,-164.981,127.859,-186.109,155.94,-182.152
09-24 19:00,0,321.767,-90.4461,213.858,-132.002,261.601,-122.764
09-24 20:00,0,279.531,-114.784,185.937,-149.636,227.29,-142.129
09-24 21:00,0,227.483,-144.569,151.577,-171.248,185.066,-165.853
09-24 22:00,0,209.097,-155.042,139.42,-178.87,170.139,-174.214
09-24 23:00,0,168.911,-177.838,112.855,-195.486,137.524,-192.43
09-25 0:00,0,84.4144,-221.945,57.2358,-230.128,69.1621,-230.412
09-25 1:00,0,29.8646,-252.305,21.1055,-252.471,24.8603,-254.851
09-25 2:00,0,42.0232,-245.557,29.1587,-247.5,34.7325,-249.415
09-25 3:00,0,51.7159,-240.171,35.5778,-243.534,42.6031,-245.078
09-25 4:00,0,57.0287,-237.215,39.0963,-241.358,46.9175,-242.699
09-25 5:00,0,56.7505,-237.37,38.9119,-241.472,46.6916,-242.823
09-25 6:00,0,72.7285,-228.468,49.4941,-234.924,59.6683,-235.66
09-25 7:00,463,155.981,-181.761,104.613,-200.668,127.291,-198.155
09-25 8:00,650,-1614.37,-33.2717,-1668.57,-54.8136,-1655.98,-43.2648
09-25 9:00,762,-3207,325.486,-3214.3,291.117,-3242.75,343.755
09-25 10:00,820,-2379.65,111.92,-2406.3,87.8459,-2418.75,113.711
09-25 11:00,848,-2865.94,254.939,-2890.89,223.133,-2905.79,264.027
09-25 12:00,661,136,-189.679,91.3381,-205.62,111.007,-203.855
09-25 13:00,450,-1790.81,-46.2155,-1814.58,-61.839,-1817.26,-49.9243
09-25 14:00,493,-1859.99,1.33085,-1904.81,-19.7546,-1897.85,-4.829
09-25 15:00,587,-2046.31,52.8166,-2098.52,28.543,-2088.63,47.6307
09-25 16:00,581,218.501,-146.325,146.012,-174.777,178.117,-169.771
09-25 17:00,455,82.0624,-223.258,55.6755,-231.095,67.2496,-231.47
09-25 18:00,0,132.887,-194.772,89.3371,-210.187,108.544,-208.582
09-25 19:00,0,262.2,-121.371,174.948,-156.596,213.66,-149.822
09-25 20:00,0,234.792,-137.041,156.795,-168.009,191.364,-162.346
09-25 21:00,0,206.489,-153.16,138.054,-179.765,168.348,-175.24
09-25 22:00,0,181.775,-167.181,121.689,-190.006,148.256,-186.468
09-25 23:00,0,172.787,-172.267,115.74,-193.723,140.95,-190.543
09-26 0:00,0,152.415,-183.776,102.249,-202.143,124.392,-199.769
09-26 1:00,0,165.743,-176.247,111.079,-196.633,135.226,-193.734
09-26 2:00,0,200.711,-156.438,134.237,-182.155,163.653,-177.865
09-26 3:00,0,222.493,-144.051,148.659,-173.116,181.364,-167.952
09-26 4:00,0,236.837,-135.873,158.156,-167.155,193.029,-161.412
09-26 5:00,0,244.284,-131.621,163.085,-164.057,199.085,-158.012
09-26 6:00,0,237.964,-135.23,158.899,-166.688,193.945,-160.898
09-26 7:00,414,-1806.84,6.29787,-1863.03,-16.5373,-1843.11,-0.171315
09-26 8:00,604,-3308.37,387.659,-3327.19,350.081,-3337.61,404.835
09-26 9:00,763,-4552.9,843.494,-4500.7,772.13,-4566.44,898.159
09-26 10:00,834,-5403.47,1341.83,-5329.48,1233.65,-5403.03,1429.74
09-26 11:00,861,-5718.2,1550.78,-5636.88,1425.79,-5704.4,1647.23
09-26 12:00,870,-5624.26,1517.4,-5558.33,1399.22,-5619.54,1611.55
09-26 13:00,862,-4579.51,930.936,-4553.21,858.383,-4602.14,987.021
09-26 14:00,834,-3460.27,450.681,-3474.15,410.024,-3498.42,474.162
09-26 15:00,777,-2716.42,229.133,-2762,199.101,-2759.69,235.344
09-26 16:00,668,218.803,-146.153,146.211,-174.651,178.362,-169.634
09-26 17:00,0,88.3162,-219.764,59.8173,-228.527,72.3296,-228.66
09-26 18:00,0,144.967,-187.972,97.3199,-205.215,118.341,-203.136
09-26 19:00,0,272.597,-115.412,181.833,-152.26,222.119,-145.063
09-26 20:00,0,244.477,-131.511,163.207,-163.981,199.241,-157.925
09-26 21:00,0,213.056,-149.426,142.401,-177.04,173.687,-172.252
09-26 22:00,0,184.314,-165.744,123.37,-188.955,150.319,-185.316
09-26 23:00,0,148.215,-186.147,99.4648,-203.879,120.978,-201.67
09-27 0:00,0,126.697,-198.257,85.2185,-212.75,103.494,-211.388
09-27 1:00,0,103.584,-211.221,69.9173,-222.26,84.7186,-221.801
09-27 2:00,0,117.279,-203.542,78.9863,-216.626,95.8444,-215.632
09-27 3:00,0,156.875,-181.257,105.206,-200.298,128.019,-197.75
09-27 4:00,0,180.702,-167.787,120.984,-190.447,147.385,-186.953
09-27 5:00,0,183.04,-166.462,122.531,-189.479,149.285,-185.892
09-27 6:00,0,171.334,-173.088,114.779,-194.323,139.769,-191.202
09-27 7:00,458,-1818.77,-7.98978,-1862.87,-28.5832,-1856.1,-14.485
09-27 8:00,645,-3150.06,333.92,-3167.25,297.612,-3186.63,347.671
09-27 9:00,765,-4407.58,777.225,-4361.28,711.263,-4425.48,828.263
09-27 10:00,824,-4885.68,1041.19,-4825.38,954.792,-4888.59,1104.91
09-27 11:00,851,-5609.62,1511.91,-5545.97,1394.71,-5606.31,1605.68
09-27 12:00,859,-5430.63,1463.95,-5402.05,1359.48,-5446.51,1553.17
09-27 13:00,849,-4821.97,1156.33,-4839.84,1080.33,-4872.3,1227.98
09-27 14:00,819,-3807.44,678.001,-3867.07,629.388,-3876.9,712.205
09-27 15:00,760,-2504.33,225.851,-2583.54,192.3,-2570.27,224.231
09-27 16:00,650,292.823,-107.129,194.849,-144.014,238.234,-135.96
09-27 17:00,0,116.974,-207.103,78.5627,-216.849,95.4333,-215.835
09-27 18:00,0,146.368,-190.564,98.0015,-204.751,119.287,-202.584
09-27 19:00,0,287.359,-110.273,191.237,-146.293,233.795,-138.463
09-27 20:00,0,266.58,-122.207,177.491,-154.957,216.906,-147.973
09-27 21:00,0,225.509,-145.693,150.328,-172.031,183.541,-166.709
09-27 22:00,0,195.867,-162.559,130.729,-184.313,159.469,-180.181
09-27 23:00,0,154.203,-186.15,103.175,-201.527,125.644,-199.049
09-28 0:00,0,77.5998,-225.75,52.7222,-232.925,63.6265,-233.473
09-28 1:00,0,63.7651,-233.464,43.5574,-238.599,52.3882,-239.68
09-28 2:00,0,91.7469,-217.846,62.0898,-227.118,75.1168,-227.118
09-28 3:00,0,105.779,-209.991,71.3827,-221.35,86.5164,-220.805
09-28 4:00,0,120.108,-201.954,80.8726,-215.453,98.159,-214.348
09-28 5:00,0,142.427,-189.402,95.6544,-206.253,116.297,-204.273
09-28 6:00,0,152.116,-183.942,102.054,-202.264,124.15,-199.903
09-28 7:00,232,187.967,-163.671,125.793,-187.439,153.291,-183.656
09-28 8:00,334,-2397.62,104.459,-2424.61,80.676,-2427.91,106.353
09-28 9:00,515,-3743.66,481.18,-3707.59,434.891,-3744.85,507.967
09-28 10:00,683,-4129.51,645.99,-4086.92,588.339,-4137.99,684.455
09-28 11:00,806,-4299.64,740.229,-4261.83,676.843,-4308.36,782.065
09-28 12:00,869,-3198.6,295.503,-3170.77,261.261,-3213.02,313.535
09-28 13:00,868,56.9316,-233.944,38.9423,-238.153,46.6363,-236.154
09-28 14:00,846,54.43,-235.335,37.2868,-239.176,44.6085,-237.272
09-28 15:00,792,54.6278,-235.225,37.4178,-239.095,44.7688,-237.184
09-28 16:00,672,77.659,-222.364,52.7411,-229.589,63.6611,-230.093
09-28 17:00,0,84.7433,-218.409,57.4323,-226.683,69.4129,-226.913
09-28 18:00,0,153.081,-180.056,102.671,-198.559,124.915,-196.12
09-28 19:00,0,265.136,-119.691,176.861,-155.391,216.009,-148.501
09-28 20:00,0,249.634,-128.565,166.596,-161.851,203.401,-155.589
09-28 21:00,0,239.166,-134.543,159.696,-166.187,194.923,-160.349
09-28 22:00,0,251.782,-127.334,168.051,-160.935,205.185,-154.587
09-28 23:00,0,252.805,-126.749,168.727,-160.51,206.016,-154.12
09-29 0:00,0,239.023,-134.625,159.599,-166.248,194.806,-160.414
09-29 1:00,0,239.352,-134.438,159.819,-166.11,195.074,-160.264
09-29 2:00,0,270.168,-116.805,180.229,-153.27,220.143,-146.175
09-29 3:00,0,288.477,-109.63,191.974,-145.828,234.701,-137.952
09-29 4:00,0,304.92,-100.161,202.852,-138.96,248.067,-130.411
09-29 5:00,0,314.236,-94.7887,208.972,-135.092,255.594,-126.16
09-29 6:00,0,305.818,-99.6454,203.405,-138.611,248.752,-130.024
09-29 7:00,0,-1585.2,10.327,-1665.85,-17.0226,-1638.1,-3.79116
09-29 8:00,0,-2907,287.621,-2946.78,253.646,-2943.42,294.762
09-29 9:00,2,-3855.79,567.02,-3839.21,516.739,-3864.84,594.824
09-29 10:00,4,-4666.75,925.418,-4623.93,850.186,-4682.5,982.938
09-29 11:00,28,-5518.52,1420.62,-5443.78,1306.72,-5514.17,1511.77
09-29 12:00,56,-5053.79,1137.44,-4991.97,1046.26,-5067.32,1215.44
09-29 13:00,144,-3694.98,494.737,-3670.87,449.218,-3714.17,524.748
09-29 14:00,345,-3592.68,467.598,-3568.83,421.781,-3620.31,495.712
09-29 15:00,406,-2284.25,50.5404,-2297.32,31.0852,-2310.41,53.8619
09-29 16:00,244,78.0271,-222.16,52.9604,-229.454,63.9294,-229.944
09-29 17:00,0,80.8471,-220.586,54.8294,-228.296,66.2205,-228.678
09-29 18:00,0,158.083,-177.216,106.098,-199.743,128.832,-193.907
09-29 19:00,0,275.183,-117.259,183.291,-154.639,223.67,-144.14
09-29 20:00,0,282.103,-113.285,187.869,-151.752,229.29,-140.975
09-29 21:00,0,284.158,-112.103,189.228,-150.894,230.959,-140.035
09-29 22:00,0,287.97,-109.912,191.749,-149.303,234.055,-138.29
09-29 23:00,0,286.468,-110.776,190.755,-149.931,232.835,-138.978
09-30 0:00,0,305.095,-100.051,203.079,-142.146,247.966,-130.443
09-30 1:00,0,289.804,-108.857,192.959,-148.539,235.543,-137.451
09-30 2:00,0,310.265,-97.0704,206.498,-139.984,252.165,-128.072
09-30 3:00,0,327.641,-87.0338,217.991,-132.71,266.282,-120.092
09-30 4:00,0,343.972,-77.5793,228.791,-125.864,279.551,-112.579
09-30 5:00,0,369.741,-66.0108,245.971,-118.344,300.658,-103.992
09-30 6:00,0,355.97,-74.0134,236.852,-124.136,289.457,-110.349
09-30 7:00,0,328.433,-89.971,218.625,-135.695,267.067,-123.031
09-30 8:00,25,-1894.52,42.893,-1962.41,16.9052,-1936.77,35.5246
09-30 9:00,31,-2589.81,143.51,-2603.12,118.6,-2613.51,149.061
09-30 10:00,39,159.536,-176.392,107.1,-199.117,130.073,-193.217
09-30 11:00,69,150.341,-181.579,101.006,-202.919,122.6,-197.376
09-30 12:00,93,126.782,-194.838,85.3941,-212.648,103.46,-208.015
09-30 13:00,100,-5086.9,973.467,-4993.66,872.051,-5015.81,994.038
09-30 14:00,110,-3717.15,499.455,-3700.64,453.854,-3740.16,529.03
09-30 15:00,96,-2477.03,106.703,-2484.27,84.2625,-2506.71,111.697
09-30 16:00,76,110.094,-204.225,74.2164,-216.268,90.0028,-215.513
09-30 17:00,0,65.5531,-229.113,44.7224,-234.554,53.8272,-235.524
09-30 18:00,0,169.074,-174.336,113.151,-195.299,137.596,-189
09-30 19:00,0,295.892,-105.347,197.073,-145.941,240.594,-134.603
09-30 20:00,0,292.934,-107.05,195.115,-147.177,238.19,-135.959
09-30 21:00,0,284.533,-111.882,189.555,-150.687,231.363,-139.807
09-30 22:00,0,285.385,-111.392,190.121,-150.33,232.057,-139.417
09-30 23:00,0,271.8,-119.195,181.129,-156.002,221.019,-145.633
10-01 0:00,0,246.918,-133.446,164.696,-166.349,200.843,-156.975
10-01 1:00,0,223.763,-146.666,149.368,-175.98,182.033,-167.525
10-01 2:00,0,233.749,-140.969,155.982,-171.827,190.145,-162.977
10-01 3:00,0,244.578,-134.784,163.149,-167.322,198.942,-158.042
10-01 4:00,0,253.068,-129.927,168.767,-163.787,205.839,-154.168
10-01 5:00,0,264.032,-123.648,176.024,-159.219,214.746,-149.162
10-01 6:00,0,264.141,-123.585,176.094,-159.174,214.835,-149.112
10-01 7:00,27,248.744,-132.402,165.902,-165.59,202.325,-156.142
10-01 8:00,1,-2620.96,187.233,-2666.26,158.611,-2664.08,191.618
10-01 9:00,3,-3334.07,342.648,-3321.57,306.841,-3348.56,361.923
10-01 10:00,2,-4678.5,914.018,-4626.69,837.947,-4690.33,971.834
10-01 11:00,1,-5406.43,1356.98,-5335.86,1245.79,-5391.9,1433.14
10-01 12:00,2,-4826.72,1055.03,-4790.4,972.628,-4840.62,1117.35
10-01 13:00,1,-3302.73,394.357,-3308.72,354.617,-3333.24,412.199
10-01 14:00,0,-3831.62,636.036,-3846.19,582.025,-3863.16,662.876
10-01 15:00,0,-2545.69,206.47,-2601.24,175.724,-2599.97,208.045
10-01 16:00,0,195.249,-159.545,130.545,-184.466,159.131,-180.393
10-01 17:00,0,63.5071,-233.608,43.3867,-238.704,52.1787,-239.796
