Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
10-31 13:00,241,-2443.83,111.244,-2473.54,86.6926,-2469.21,114.917
10-31 14:00,231,-2378.69,71.0784,-2394.56,49.86,-2397.1,75.5354
10-31 15:00,162,118.107,-199.73,79.5274,-212.968,96.5162,-211.901
10-31 16:00,60,156.781,-177.947,105.281,-200.253,127.83,-194.466
10-31 17:00,11,234.763,-137.037,156.977,-171.24,191.251,-162.381
10-31 18:00,0,300.13,-102.904,199.911,-144.147,244.08,-132.636
10-31 19:00,0,313.944,-94.9398,209.017,-138.39,255.264,-126.322
10-31 20:00,0,319.69,-91.6217,212.822,-135.982,259.935,-123.682
10-31 21:00,0,418.993,-37.2692,278.51,-97.6169,340.659,-81.2257
10-31 22:00,0,418.121,-37.78,277.934,-97.9847,339.95,-81.6302
10-31 23:00,0,398.558,-49.2164,265.039,-106.208,324.096,-90.6649
11-01 0:00,0,364.734,-68.9247,242.643,-120.459,296.58,-106.308
11-01 1:00,0,329.734,-89.2207,219.482,-135.152,268.124,-122.434
11-01 2:00,0,302.54,-104.916,201.499,-146.53,246.022,-134.921
11-01 3:00,0,287.799,-113.403,191.741,-152.693,234.044,-141.677
11-01 4:00,0,284.348,-115.387,189.46,-154.132,231.241,-143.257
11-01 5:00,0,293.759,-109.973,195.691,-150.199,238.889,-138.946
11-01 6:00,0,238.457,-141.701,158.921,-169.977,194.085,-164.174
11-01 7:00,0,226.565,-148.489,151.054,-174.916,184.424,-169.592
11-01 8:00,129,208.328,-155.47,139.3,-182.325,169.869,-177.767
11-01 9:00,271,-2747.77,191.613,-2769.39,163.224,-2777.08,199.169
11-01 10:00,383,-3953,580.996,-3917.98,526.241,-3961.6,613.084
11-01 11:00,409,-4229.59,697.983,-4196.49,636.795,-4240.93,738.502
11-01 12:00,360,-3697.7,480.571,-3680.11,435.142,-3719.85,509.375
11-01 13:00,317,-3232.67,318.559,-3219.47,283.219,-3253.96,336.664
11-01 14:00,256,-2617.39,126.488,-2618.46,103.114,-2636.18,134.443
11-01 15:00,164,140.569,-187.106,94.3865,-203.722,114.748,-201.776
11-01 16:00,75,169.696,-173.984,113.563,-195.042,138.101,-188.719
11-01 17:00,14,187.487,-167.29,125.363,-191.026,152.576,-184
11-01 18:00,0,204.167,-157.82,136.403,-184.112,166.12,-176.432
11-01 19:00,0,202.41,-158.818,135.239,-184.842,164.693,-177.23
11-01 20:00,0,207.153,-156.122,138.378,-182.874,168.544,-175.076
11-01 21:00,0,272.401,-118.85,181.568,-155.725,221.549,-145.335
11-01 22:00,0,294.216,-106.31,196.001,-146.618,239.275,-135.347
11-01 23:00,0,317.782,-92.7239,211.557,-136.783,258.383,-124.559
11-02 0:00,0,334.856,-82.8512,222.86,-129.624,272.263,-116.707
11-02 1:00,0,355.317,-70.9893,236.399,-121.035,288.898,-107.28
11-02 2:00,0,382.708,-58.4617,254.551,-112.887,311.204,-97.9999
11-02 3:00,0,390.731,-53.7843,259.861,-109.506,317.729,-94.2886
11-02 4:00,0,397.816,-49.6499,264.549,-106.52,323.491,-91.0089
11-02 5:00,0,425.487,-33.4624,282.867,-94.8348,346.006,-78.1742
11-02 6:00,0,359.034,-72.2338,238.883,-122.847,291.95,-108.935
11-02 7:00,0,324.018,-92.5247,215.701,-137.547,263.478,-125.062
11-02 8:00,108,290.682,-111.744,193.652,-151.487,236.386,-140.357
11-02 9:00,217,-2094.08,90.6224,-2163.76,62.5227,-2143.7,84.031
11-02 10:00,344,-3434.13,455.451,-3461.55,412.607,-3464.23,473.59
11-02 11:00,460,-4628.48,974.222,-4627.58,899.864,-4647.54,1023.61
11-02 12:00,494,-5014.96,1157.25,-4992.27,1068.21,-5029.78,1221.97
11-02 13:00,463,-4722.07,979.686,-4698.29,902.052,-4742.46,1036.69
11-02 14:00,379,-3823.07,575.042,-3816.85,523.666,-3856.46,606.399
11-02 15:00,253,-2471.85,152.478,-2507.11,126.009,-2504.45,155.217
11-02 16:00,111,240.574,-133.745,160.558,-165.646,195.983,-159.754
11-02 17:00,20,274.407,-114.38,182.957,-151.552,223.494,-144.289
11-02 18:00,0,322.613,-89.957,214.417,-131.649,262.289,-122.375
11-02 19:00,0,332.222,-84.4002,220.771,-127.627,270.097,-117.957
11-02 20:00,0,339.129,-80.4008,225.335,-124.735,275.71,-114.779
11-02 21:00,0,455.286,-15.9864,302.071,-79.218,370.121,-64.4105
11-02 22:00,0,482.389,-0.00507411,319.995,-67.7346,392.176,-51.7708
11-02 23:00,0,493.423,6.51828,327.277,-63.0612,401.151,-46.6182
11-03 0:00,0,474.362,-4.74398,314.667,-71.1502,385.637,-55.5216
11-03 1:00,0,458.622,-14.0225,304.269,-77.8109,372.833,-62.858
11-03 2:00,0,453.184,-17.2233,300.682,-80.1072,368.412,-65.3891
11-03 3:00,0,472.262,-5.98304,313.3,-72.0273,383.935,-56.4972
11-03 4:00,0,497.421,5.54617,329.35,-61.6936,403.853,-45.0487
11-03 5:00,0,516.043,16.6001,341.726,-53.7235,419.671,-39.2716
11-03 6:00,0,410.918,-45.3673,272.403,-98.1128,334.206,-88.2559
11-03 7:00,0,386.326,-59.7255,256.282,-108.377,314.346,-99.5708
11-03 8:00,132,377.148,-65.0759,250.217,-112.233,306.879,-103.818
11-03 9:00,273,-2599.02,260.192,-2686.08,224.384,-2657.26,259.126
11-03 10:00,380,-3752.69,613.393,-3792.38,562.577,-3796.75,638.921
11-03 11:00,416,-4190.42,751.626,-4184.21,688.467,-4209.3,787.944
11-03 12:00,383,-3921.17,586.359,-3896.81,532.287,-3934.75,617.57
11-03 13:00,347,-3560.02,430.457,-3537.29,387.192,-3576.3,454.813
11-03 14:00,276,-2802.82,181.813,-2797.72,155.393,-2818.73,192.889
11-03 15:00,166,103.19,-208.095,69.6153,-219.125,84.3581,-218.641
11-03 16:00,72,103.186,-208.097,69.6166,-219.125,84.3578,-218.641
11-03 17:00,11,109.521,-204.548,73.8108,-216.52,89.5026,-215.79
11-03 18:00,0,144.996,-184.616,97.2766,-201.922,118.294,-199.804
11-03 19:00,0,161.243,-178.766,107.917,-198.568,131.189,-192.57
11-03 20:00,0,180.221,-168.031,120.482,-190.717,146.595,-183.982
11-03 21:00,0,270.681,-119.843,180.313,-156.517,220.014,-146.198
11-03 22:00,0,316.037,-93.74,210.321,-137.566,256.856,-125.422
11-03 23:00,0,352.536,-72.6136,234.459,-122.267,286.512,-108.634
11-04 0:00,0,395.941,-50.7539,263.192,-107.385,321.825,-91.9578
11-04 1:00,0,429.468,-31.1387,285.379,-93.2307,349.093,-76.4124
11-04 2:00,0,448.537,-19.9416,297.986,-85.1694,364.602,-67.5493
11-04 3:00,0,448.596,-19.9061,298.017,-85.1491,364.647,-67.5232
11-04 4:00,0,452.494,-17.6141,300.596,-83.4983,367.818,-65.7091
11-04 5:00,0,466.695,-9.25235,309.993,-77.4793,379.373,-59.0933
11-04 6:00,0,379.723,-60.201,252.574,-114.144,308.775,-99.3806
11-04 7:00,0,387.818,-55.4836,257.933,-110.734,315.359,-95.6368
11-04 8:00,100,414.339,-39.9912,275.49,-99.5443,336.936,-83.3487
11-04 9:00,208,-1856.08,129.921,-1985.39,90.4361,-1935.76,111.961
11-04 10:00,273,-2565.36,269.999,-2664.12,232.847,-2629.36,267.35
11-04 11:00,302,-2904.93,352.315,-2988.07,313.041,-2969.52,356.326
11-04 12:00,274,-2627.78,257.031,-2706.49,221.808,-2690.31,256.5
11-04 13:00,198,-1799.02,70.878,-1891.89,39.6642,-1859.91,57.7063
11-04 14:00,144,328.371,-86.6206,218.317,-129.18,267.083,-119.663
11-04 15:00,101,330.591,-85.3361,219.787,-128.249,268.889,-118.641
11-04 16:00,47,345.555,-76.6529,229.935,-125.138,280.958,-111.782
11-04 17:00,8,361.647,-67.2959,240.66,-118.309,294.556,-107.39
11-04 18:00,0,386.087,-56.4767,256.865,-111.395,314.493,-99.4851
11-04 19:00,0,397.872,-49.602,264.666,-106.427,324.09,-94.02
11-04 20:00,0,406.94,-44.3043,270.666,-102.603,331.476,-89.8104
11-04 21:00,0,397.029,-50.0943,264.1,-106.787,323.401,-94.4127
11-04 22:00,0,531.918,26.0588,352.701,-49.9755,432.673,-31.7609
11-04 23:00,0,558.611,38.4646,370.387,-41.9975,454.465,-22.656
11-05 0:00,0,573.58,47.4097,380.286,-35.6012,466.662,-15.6028
11-05 1:00,0,583.94,53.611,387.128,-31.1757,475.102,-10.7166
11-05 2:00,0,587.069,55.4855,389.189,-29.8413,477.649,-9.24095
11-05 3:00,0,589.238,56.7855,390.622,-28.914,479.416,-8.21702
11-05 4:00,0,598.138,62.1238,396.507,-25.1021,486.671,-4.01133
11-05 5:00,0,606.318,67.0352,401.91,-21.6,493.336,-0.144365
11-05 6:00,0,591.028,57.8588,391.79,-28.1569,480.87,-7.37468
11-05 7:00,0,542.02,28.5714,359.42,-49.0743,440.948,-30.4614
11-05 8:00,20,395.876,-54.2156,263.126,-107.447,322.188,-95.1831
11-05 9:00,43,373.793,-67.0864,248.509,-116.743,304.214,-105.403
11-05 10:00,65,378.437,-64.3817,251.591,-114.784,307.996,-103.254
11-05 11:00,87,366.584,-71.2794,243.743,-119.77,298.349,-108.734
11-05 12:00,95,313.278,-98.7389,208.884,-141.894,255.356,-133.102
11-05 13:00,86,283.57,-115.862,189.126,-154.389,230.732,-143.59
11-05 14:00,79,272.229,-122.373,181.613,-159.125,221.513,-148.778
11-05 15:00,59,288.113,-113.251,192.139,-152.489,234.428,-141.509
11-05 16:00,27,302.171,-105.161,201.451,-146.611,245.858,-135.066
11-05 17:00,6,316.79,-96.7322,211.135,-140.491,257.746,-128.357
11-05 18:00,0,329.991,-89.1064,219.88,-134.958,268.482,-122.29
11-05 19:00,0,420.276,-36.5812,279.682,-96.951,341.948,-80.5764
11-05 20:00,0,457.603,-14.6767,304.422,-81.1431,372.339,-63.2199
11-05 21:00,0,477.633,-2.87901,317.614,-72.6922,388.575,-53.9238
11-05 22:00,0,484.713,1.30006,322.309,-69.6816,394.344,-50.6166
11-05 23:00,0,494.357,6.99875,328.697,-65.582,402.199,-46.1101
11-06 0:00,0,507.028,11.1408,336.507,-60.5277,411.956,-40.4907
11-06 1:00,0,518.052,17.6892,343.887,-55.7677,421.611,-38.2789
11-06 2:00,0,516.08,16.5185,342.579,-56.6092,419.998,-39.2068
11-06 3:00,0,508.158,11.8206,337.336,-59.98,413.544,-42.9197
11-06 4:00,0,510.133,12.9921,338.649,-59.1362,415.155,-41.9928
11-06 5:00,0,512.502,14.3965,340.215,-58.129,417.085,-40.883
11-06 6:00,0,409.642,-46.1729,272.233,-101.646,333.393,-88.8011
11-06 7:00,0,403.306,-49.8766,268.038,-104.319,328.234,-91.7405
11-06 8:00,95,406.457,-48.035,270.126,-102.988,330.8,-90.2788
11-06 9:00,184,372.605,-67.7792,247.718,-117.245,303.246,-105.953
11-06 10:00,219,-2062.85,113.417,-2150.7,81.9397,-2121.61,104.193
11-06 11:00,235,-2236.62,141.167,-2311.85,110.842,-2289.18,136.102
11-06 12:00,243,-2384.44,142.42,-2437.31,114.503,-2425.87,141.72
11-06 13:00,188,200.814,-156.377,134.358,-182.079,163.807,-177.78
11-06 14:00,121,160.822,-179.026,107.861,-198.642,131.282,-195.933
11-06 15:00,82,168.201,-174.856,112.754,-195.588,137.283,-192.588
11-06 16:00,37,171.692,-172.882,115.066,-194.144,140.122,-191.005
11-06 17:00,7,157.82,-180.721,105.875,-199.881,128.841,-197.292
11-06 18:00,0,165.329,-176.479,110.851,-196.775,134.948,-193.89
11-06 19:00,0,190.241,-162.377,127.356,-186.461,155.207,-182.585
11-06 20:00,0,194.767,-159.81,130.352,-184.586,158.888,-180.529
11-06 21:00,0,218.92,-146.082,146.355,-174.561,178.535,-169.537
11-06 22:00,0,234.577,-137.158,156.726,-168.052,191.274,-162.396
11-06 23:00,0,269.681,-117.079,179.983,-153.425,219.842,-146.344
11-07 0:00,0,295.49,-105.587,196.697,-142.847,240.506,-134.678
11-07 1:00,0,317.052,-93.1624,210.834,-133.915,257.883,-124.866
11-07 2:00,0,330.475,-85.4032,219.713,-128.296,268.795,-118.694
11-07 3:00,0,344.522,-77.2518,229.251,-125.571,280.118,-112.258
11-07 4:00,0,378.98,-60.6335,252.084,-114.456,308.172,-99.7235
11-07 5:00,0,393.598,-52.1115,261.761,-108.296,320.062,-92.961
11-07 6:00,0,313.149,-98.7988,208.519,-142.091,254.644,-130.053
11-07 7:00,0,323.492,-92.8255,215.367,-137.758,263.054,-125.3
11-07 8:00,57,367.86,-67.1065,244.735,-119.129,299.131,-104.86
11-07 9:00,117,376.404,-62.1339,250.38,-115.54,306.076,-100.914
11-07 10:00,160,319.137,-95.342,212.469,-139.592,259.51,-127.304
11-07 11:00,188,298.892,-107.019,199.081,-148.058,243.058,-136.594
11-07 12:00,226,-2177.06,106.549,-2240.35,78.9597,-2223.59,102.046
11-07 13:00,302,-3035.1,304.366,-3067.83,269.58,-3069.54,315.309
11-07 14:00,303,-3083.51,296.871,-3101.3,262.558,-3120.15,309.733
11-07 15:00,197,-1946.36,2.95451,-1975,-15.2622,-1974.38,0.534173
11-07 16:00,78,198.926,-157.454,133.049,-182.899,162.2,-178.678
11-07 17:00,11,238.941,-134.673,159.551,-166.279,194.741,-160.451
11-07 18:00,0,273.831,-114.705,182.654,-151.743,223.123,-144.498
11-07 19:00,0,274.37,-114.395,183.006,-151.52,223.559,-144.252
11-07 20:00,0,277.719,-115.814,184.86,-150.314,225.959,-142.878
11-07 21:00,0,362.048,-67.0628,240.926,-118.14,294.881,-107.205
11-07 22:00,0,379.559,-60.2804,252.545,-114.144,309.176,-102.51
11-07 23:00,0,397.977,-49.5403,264.739,-106.381,324.177,-93.9705
11-08 0:00,0,406.493,-44.5658,270.37,-102.792,331.112,-90.0182
11-08 1:00,0,414.962,-39.6122,275.974,-99.2167,338.011,-86.0831
11-08 2:00,0,430.111,-30.738,286.001,-92.8148,350.352,-79.0358
11-08 3:00,0,444.294,-22.4123,295.385,-86.8151,361.908,-72.4283
11-08 4:00,0,460.839,-12.6793,306.335,-79.8059,375.391,-64.7078
11-08 5:00,0,477.517,-2.84807,317.306,-72.7723,388.912,-56.9545
11-08 6:00,0,383.417,-58.033,255.098,-112.519,312.318,-100.723
11-08 7:00,0,351.713,-76.468,234.106,-125.86,286.499,-115.392
11-08 8:00,67,312.137,-99.3629,207.927,-142.445,254.286,-133.632
11-08 9:00,144,300.166,-106.265,200.003,-147.454,244.546,-139.134
11-08 10:00,228,-2204.57,109.503,-2265.56,82.0855,-2249.97,105.617
11-08 11:00,324,-3232.7,392.257,-3265.95,352.251,-3272.86,405.673
11-08 12:00,394,-3988.44,660.648,-3995.64,604.534,-4016.14,691.94
11-08 13:00,370,-3758.94,549.977,-3762.79,500.451,-3786.9,576.699
11-08 14:00,296,-2972.9,268.499,-2990.31,236.088,-3009.02,279.967
11-08 15:00,204,-2003.88,24.1397,-2037.67,4.1863,-2034.78,21.5804
11-08 16:00,85,238.012,-135.202,158.931,-166.667,193.985,-160.875
11-08 17:00,13,303.75,-100.838,202.039,-139.474,247.072,-130.973
11-08 18:00,0,348.156,-75.1446,231.656,-124.046,283.073,-110.584
11-08 19:00,0,370.223,-65.7303,246.289,-118.141,301.05,-103.77
11-08 20:00,0,397.083,-50.0778,264.071,-106.825,322.898,-91.3468
11-08 21:00,0,562.617,44.2096,373.564,-39.9965,457.612,-17.5032
11-08 22:00,0,604.573,69.3289,401.324,-22.0293,491.798,2.28612
11-08 23:00,0,608.469,68.3222,403.23,-20.7557,494.308,3.75529
11-09 0:00,0,633.665,83.4924,419.908,-9.92848,514.833,15.675
11-09 1:00,0,648.422,92.3977,429.555,-3.65414,526.745,22.6043
11-09 2:00,0,651.736,94.4007,431.75,-2.22521,529.447,24.1776
11-09 3:00,0,643.528,89.4406,426.317,-5.76046,522.761,20.285
11-09 4:00,0,631.511,82.1888,418.377,-10.9233,512.977,14.5947
11-09 5:00,0,624.03,77.6809,413.44,-14.1302,506.89,11.0574
11-09 6:00,0,494.414,0.297787,327.885,-69.3839,401.521,-49.7934
11-09 7:00,0,479.229,-8.67995,317.843,-75.8294,389.176,-56.8762
11-09 8:00,103,442.909,-30.0807,293.832,-91.2069,359.65,-73.7784
11-09 9:00,222,-1999.83,153.694,-2116.11,117.359,-2070.31,140.46
11-09 10:00,327,-3138.95,432.454,-3224.03,390.859,-3197.59,441.903
11-09 11:00,406,-3956.66,741.375,-4014.34,685.146,-4006.66,770.832
11-09 12:00,435,-4298.98,875.366,-4337.36,809.899,-4336.29,912.708
11-09 13:00,412,-4016.02,769.799,-4073.59,712.103,-4065.28,800.57
11-09 14:00,331,-3108.39,448.71,-3202.71,406.697,-3171.13,457.59
11-09 15:00,211,-1844.99,131.356,-1969.4,93.3283,-1922.02,114.605
11-09 16:00,86,414.834,-39.7151,275.51,-96.1854,337.43,-83.0875
11-09 17:00,12,401.773,-47.3533,266.872,-101.691,326.804,-89.144
11-09 18:00,0,393.679,-52.0793,261.523,-105.097,320.221,-92.8923
11-09 19:00,0,379.809,-60.1671,252.35,-110.933,308.938,-99.3103
11-09 20:00,0,364.852,-68.8706,242.46,-117.217,296.774,-106.22
11-09 21:00,0,441.221,-24.2423,292.96,-85.0441,358.903,-70.827
11-09 22:00,0,438.844,-25.6382,291.387,-86.0499,356.968,-71.9328
11-09 23:00,0,414.149,-40.1164,275.05,-96.4788,336.871,-83.4065
11-10 0:00,0,409.861,-42.6247,272.224,-98.281,333.385,-85.3938
11-10 1:00,0,424.057,-34.3131,281.617,-92.2895,344.938,-78.8042
11-10 2:00,0,436.155,-27.2172,289.615,-87.1822,354.782,-73.1823
11-10 3:00,0,442.831,-23.2967,294.026,-84.363,360.213,-70.0777
11-10 4:00,0,442.873,-23.2716,294.051,-84.3467,360.247,-70.0584
11-10 5:00,0,430.579,-30.4892,285.918,-89.5434,350.241,-75.7764
11-10 6:00,0,347.589,-78.8922,231.051,-124.457,282.739,-114.181
11-10 7:00,0,366.93,-67.6591,243.848,-116.336,298.469,-105.257
11-10 8:00,108,401.507,-47.5066,266.716,-101.791,326.594,-89.2629
11-10 9:00,245,-2278.74,199.807,-2387.46,163.168,-2348.08,191.297
11-10 10:00,363,-3552.23,562.463,-3619.12,515.191,-3610.38,582.201
11-10 11:00,437,-4283.22,890.236,-4333.29,825.359,-4325.65,927.066
11-10 12:00,460,-4534.8,1003.21,-4573.7,931.32,-4580.67,1050.8
11-10 13:00,427,-4223.2,830.497,-4258.95,767.881,-4272.29,870.176
11-10 14:00,343,-3308,474.178,-3373.29,431.241,-3366.35,489.469
11-10 15:00,219,-2001.19,124.046,-2100.33,90.7271,-2065.63,112.854
11-10 16:00,86,375.885,-59.0973,250.211,-112.33,306.174,-100.902
11-10 17:00,12,405.266,-45.3117,269.184,-100.218,329.646,-87.5247
11-10 18:00,0,438.502,-25.8399,291.175,-86.1856,356.694,-72.0894
11-10 19:00,0,442.46,-23.5142,293.78,-84.5202,359.912,-70.2502
11-10 20:00,0,450.233,-18.9452,298.92,-81.2331,366.238,-66.632
11-10 21:00,0,585.441,57.85,388.275,-27.1337,476.31,-6.70326
11-10 22:00,0,602.363,67.9966,399.478,-19.8808,490.105,1.29127
11-10 23:00,0,616.774,73.3116,408.314,-14.1158,501.173,7.72576
11-11 0:00,0,628.017,80.0832,415.756,-9.2871,510.335,13.0479
11-11 1:00,0,634.551,84.0229,420.064,-6.48882,515.653,16.1395
11-11 2:00,0,650.029,93.3652,430.196,0.0972819,528.159,23.4157
11-11 3:00,0,657.854,98.0984,435.372,3.46513,534.536,27.1308
11-11 4:00,0,664.285,101.995,439.7,6.29333,540.612,27.3527
11-11 5:00,0,670.11,105.524,443.545,8.79799,545.353,30.1198
11-11 6:00,0,536.287,25.1496,355.277,-48.3853,436.384,-33.1113
11-11 7:00,0,505.895,7.09821,335.208,-61.2959,411.625,-47.3716
11-11 8:00,101,442.763,-30.1613,293.526,-88.0032,360.242,-76.8424
11-11 9:00,234,-2142.77,177.366,-2258.31,140.176,-2215.59,165.977
11-11 10:00,349,-3391.68,511.547,-3457.26,465.636,-3446.21,526.208
11-11 11:00,423,-4149.93,819.373,-4198.88,758.22,-4193.82,853.292
11-11 12:00,446,-4392.97,929.621,-4444.97,865.28,-4439.06,972.418
11-11 13:00,415,-4064.16,777.51,-4124.34,721.616,-4118.36,812.249
11-11 14:00,333,-3183.96,443.57,-3250.1,401.294,-3239.42,454.833
11-11 15:00,211,-1918.59,94.8992,-2009.75,63.698,-1978.73,83.8954
11-11 16:00,82,367.863,-63.7461,244.977,-115.636,300.164,-107.677
11-11 17:00,11,414.045,-40.1624,275.067,-96.4495,337.359,-86.4762
11-11 18:00,0,459.056,-13.7419,304.85,-77.4224,374.041,-65.501
11-11 19:00,0,484.369,1.18809,321.508,-66.7467,394.596,-53.7096
11-11 20:00,0,489.995,4.51349,325.231,-64.3573,399.183,-51.074
11-11 21:00,0,487.667,3.13682,323.688,-65.3478,397.284,-52.1652
11-11 22:00,0,665.775,102.897,440.666,6.92305,541.81,28.0518
11-11 23:00,0,687.207,115.899,454.846,16.1661,559.3,38.2686
11-12 0:00,0,691.887,118.743,457.915,18.1699,563.11,40.4961
11-12 1:00,0,696.493,121.544,460.955,20.1547,566.867,42.6941
11-12 2:00,0,707.41,128.189,468.166,24.8658,575.772,47.9081
11-12 3:00,0,703.123,125.579,465.32,23.0063,572.27,45.8568
11-12 4:00,0,710.538,130.095,470.227,26.2129,578.323,49.4021
11-12 5:00,0,719.748,132.38,475.527,29.7161,585.056,53.3572
11-12 6:00,0,711.119,127.114,469.843,25.9984,578.029,49.2389
11-12 7:00,0,638.621,83.1192,422.066,-5.14149,518.989,14.7638
11-12 8:00,99,387.558,-59.0679,257.625,-110.947,315.419,-99.0344
11-12 9:00,230,-2171.82,131.938,-2258.37,100.076,-2225.67,125.978
11-12 10:00,345,-3403.32,481.491,-3458.61,437.804,-3456.9,498.596
11-12 11:00,417,-4131.19,783.992,-4166.62,723.421,-4169.5,817.752
11-12 12:00,438,-4387.34,879.022,-4404.25,811.314,-4426.3,922.987
11-12 13:00,397,-3999.54,674.346,-4011.11,618.247,-4040.34,708.815
11-12 14:00,311,-3083.03,331.661,-3114.9,295.632,-3126.2,344.225
11-12 15:00,198,-1881.37,31.5241,-1942.31,6.4547,-1922.27,25.3407
11-12 16:00,76,273.556,-114.868,182.387,-151.911,222.8,-144.679
11-12 17:00,9,301.593,-102.085,200.561,-140.408,245.255,-131.999
11-12 18:00,0,309.009,-97.8117,205.427,-137.334,251.236,-128.622
11-12 19:00,0,392.832,-52.5828,260.854,-105.524,319.394,-93.3635
11-12 20:00,0,413.342,-40.5984,274.414,-96.8851,336.072,-83.8621
11-12 21:00,0,417.311,-38.2748,277.032,-95.2158,339.299,-82.0222
11-12 22:00,0,418.237,-37.7329,277.642,-94.8265,340.051,-81.5931
11-12 23:00,0,419.962,-36.7226,278.782,-94.0989,341.454,-80.7926
11-13 0:00,0,470.782,-6.85632,312.31,-72.6615,382.726,-57.1905
11-13 1:00,0,508.621,12.1851,336.739,-56.9454,412.956,-39.816
11-13 2:00,0,519.274,18.5189,343.858,-52.3521,422.301,-37.7569
11-13 3:00,0,535.519,28.1887,354.934,-48.5377,435.415,-30.1804
11-13 4:00,0,552.98,35.1046,366.668,-44.3989,449.879,-25.3057
11-13 5:00,0,559.154,38.789,370.748,-41.7645,454.907,-22.4006
11-13 6:00,0,447.813,-27.1797,297.173,-89.0523,364.247,-74.5309
11-13 7:00,0,414.595,-43.2856,275.389,-99.635,337.276,-86.5883
11-13 8:00,19,305.372,-103.297,203.647,-145.203,248.919,-136.738
11-13 9:00,49,225.504,-145.688,150.739,-175.152,183.919,-169.899
11-13 10:00,79,164.7,-180.2,110.449,-200.368,134.456,-197.544
11-13 11:00,116,147.491,-189.911,99.0528,-207.477,120.464,-205.334
11-13 12:00,151,127.219,-201.352,85.55,-215.909,103.709,-211.243
11-13 13:00,191,117.923,-206.576,79.3924,-219.739,96.168,-215.427
11-13 14:00,184,137.767,-195.417,92.54,-211.558,112.279,-206.485
11-13 15:00,120,158.674,-183.628,106.391,-202.923,129.257,-197.044
11-13 16:00,52,162.858,-181.264,109.162,-201.194,132.654,-195.152
11-13 17:00,6,179.387,-171.914,120.113,-194.354,146.08,-187.671
11-13 18:00,0,208.023,-155.664,139.085,-182.481,169.343,-174.679
11-13 19:00,0,213.134,-152.756,142.47,-180.36,173.496,-172.357
11-13 20:00,0,208.485,-155.401,139.389,-182.291,169.717,-174.47
11-13 21:00,0,255.263,-128.716,170.383,-162.832,207.734,-153.165
11-13 22:00,0,239.121,-137.943,159.685,-169.557,194.613,-160.529
11-13 23:00,0,227.143,-144.777,151.75,-174.539,184.878,-165.985
11-14 0:00,0,241.832,-136.396,161.482,-168.427,196.816,-159.293
11-14 1:00,0,257.389,-127.499,171.789,-161.947,209.461,-152.194
11-14 2:00,0,215.912,-151.174,144.308,-179.207,175.752,-171.094
11-14 3:00,0,239.099,-137.957,159.673,-169.565,194.596,-160.538
11-14 4:00,0,289.612,-109.011,193.139,-148.494,235.659,-137.455
11-14 5:00,0,315.569,-94.0585,210.294,-137.657,256.721,-125.575
11-14 6:00,0,260.404,-125.778,173.743,-160.717,211.871,-150.841
11-14 7:00,0,262.057,-124.827,174.851,-160.02,213.219,-150.083
11-14 8:00,54,293.792,-106.606,195.878,-146.765,239.017,-135.563
11-14 9:00,126,307.394,-98.7737,204.883,-141.078,250.075,-129.327
11-14 10:00,227,-2196.03,106.446,-2255.63,79.7261,-2233.6,104.239
11-14 11:00,279,-2751.24,240.945,-2792.79,209.551,-2778.46,246.846
11-14 12:00,263,-2618.18,181.582,-2649.03,153.988,-2640.59,187.077
11-14 13:00,216,-2122.84,54.5812,-2158.44,32.8648,-2155.07,53.0354
11-14 14:00,166,155.624,-178.6,104.508,-200.735,126.893,-194.987
11-14 15:00,109,150.116,-181.706,100.857,-203.012,122.418,-197.478
11-14 16:00,34,206.872,-152.919,138.494,-182.84,168.571,-175.085
11-14 17:00,3,253.915,-126.096,169.675,-163.255,206.83,-153.635
11-14 18:00,0,296.859,-104.788,197.747,-145.515,241.422,-134.136
11-14 19:00,0,327.357,-87.19,217.893,-132.771,266.166,-120.158
11-14 20:00,0,340.29,-79.704,226.454,-127.345,276.681,-114.205
11-14 21:00,0,456.25,-15.3954,303.157,-81.8581,370.971,-63.9047
11-14 22:00,0,483.086,0.429572,320.926,-70.4662,392.816,-51.3847
11-14 23:00,0,507.749,11.6908,336.653,-60.3232,412.329,-40.1592
11-15 0:00,0,533.802,27.1805,353.955,-49.1673,434.217,-30.8708
11-15 1:00,0,520.34,19.1739,345.049,-54.9051,423.245,-37.1957
11-15 2:00,0,510.553,13.3635,338.586,-59.0647,415.277,-41.7837
11-15 3:00,0,516.288,16.7688,342.386,-56.6196,419.951,-39.0927
11-15 4:00,0,528.869,24.2454,350.702,-51.2641,430.197,-33.1889
11-15 5:00,0,541.083,31.5167,358.771,-46.0621,440.144,-27.4507
11-15 6:00,0,432.731,-32.5628,287.173,-92.0288,351.941,-78.1094
11-15 7:00,0,439.619,-28.5156,291.731,-89.115,357.546,-74.9046
11-15 8:00,88,471.912,-9.49624,313.085,-75.4423,383.831,-59.8501
11-15 9:00,217,-1886.92,173.598,-2039.28,129.37,-1978.29,153.129
11-15 10:00,328,-3094.61,465.202,-3204.61,420.667,-3171.28,471.122
11-15 11:00,397,-3813.99,726.716,-3908.05,673.361,-3881.99,751.372
11-15 12:00,413,-3959.08,785.081,-4039.01,728.537,-4018.63,814.075
