Time_stamp,RPF_Flag,Total_RPF,P (kW),Q (kvar),V1,V2,V3,EnergyCost_USD_per_kWh
09-20 4:00,0,0,841.767,-318.9765,1.001162423,1.001180326,1.00117891,0.0481
09-20 5:00,0,0,858.431,-312.4131,1.001702315,1.001719302,1.00171797,0.0481
09-20 6:00,0,0,783.402,-356.6179,1.001347702,1.001361817,1.001360609,0.0481
09-20 7:00,1,-5785.03,-5785.03,114.4906,0.9721193448,0.9721011499,0.9721043559,0.0703
09-20 8:00,1,-9823.37,-9823.37,1099.357,0.9604220479,0.9603657562,0.9603797875,0.0703
09-20 9:00,1,-11861.22,-11861.22,1739.147,0.9548745306,0.9548149498,0.9548281483,0.0703
09-20 10:00,1,-12801.05,-12801.05,2114.714,0.9527435252,0.9526831533,0.9526955608,0.0703
09-20 11:00,1,-11552.28,-11552.28,1563.485,0.9550447796,0.9549759555,0.9549909028,0.0703
09-20 12:00,0,0,197.0273,-680.347,0.9951089051,0.9951249765,0.9951178568,0.0703
09-20 13:00,1,-6736.49,-6736.49,9.29024,0.9658524019,0.9658148464,0.9658193847,0.0703
09-20 14:00,0,0,185.384,-687.014,0.993758988,0.9937741434,0.9937667323,0.0703
09-20 15:00,0,0,220.4757,-666.911,0.9927297918,0.9927601859,0.9927461546,0.0703
09-20 16:00,0,0,292.1435,-625.754,0.9936173012,0.9936410753,0.9936292507,0.0703
09-20 17:00,0,0,338.5648,-599.025,0.9958409464,0.9958404884,0.9958390311,0.0703
09-20 18:00,0,0,445.003,-544.054,0.9976651789,0.9976562689,0.997658767,0.0999
09-20 19:00,0,0,694.127,-409.012,1.00020917,1.000208088,1.000208546,0.0999
09-20 20:00,0,0,636.187,-442.914,0.9993231179,0.9993236176,0.9993231179,0.0999
09-20 21:00,0,0,565.335,-484.248,0.9983432602,0.998345342,0.9983440929,0.0999
09-20 22:00,0,0,514.515,-513.817,0.9976028917,0.9976069304,0.9976050568,0.0481
09-20 23:00,0,0,462.85,-543.811,0.9968134763,0.9968193885,0.9968168904,0.0481
09-21 0:00,0,0,343.9767,-612.563,0.9948774931,0.9948819065,0.9948804076,0.0481
09-21 1:00,0,0,276.3371,-651.513,0.9938816888,0.9938862688,0.9938851446,0.0481
09-21 2:00,0,0,309.8576,-632.221,0.9942019933,0.994207864,0.9942072811,0.0481
09-21 3:00,0,0,326.6142,-622.567,0.9944964419,0.9945026457,0.9945026457,0.0481
09-21 4:00,0,0,358.9981,-603.89,0.9951913441,0.9951975478,0.9951978392,0.0481
09-21 5:00,0,0,384.89,-588.937,0.9960010778,0.9960065737,0.9960068652,0.0481
09-21 6:00,0,0,407.836,-575.671,0.9968914185,0.9968959152,0.9968963316,0.0481
09-21 7:00,0,0,510.924,-515.904,0.9986337118,0.9986397073,0.9986392077,0.0703
09-21 8:00,1,-9321.02,-9321.02,898.112,0.9616317771,0.9615580817,0.9615781085,0.0703
09-21 9:00,1,-5432.27,-5432.27,-226.2442,0.9723439701,0.9722965053,0.9723082882,0.0703
09-21 10:00,1,-14237.72,-14237.72,2874.924,0.9515221796,0.9514012275,0.9514348693,0.0703
09-21 11:00,1,-13119.28,-13119.28,2329.595,0.9529101102,0.9527985262,0.9528282125,0.0703
09-21 12:00,1,-8398.26,-8398.26,505.6,0.9623673991,0.9622982836,0.9623138554,0.0703
09-21 13:00,1,-7413.32,-7413.32,245.0268,0.9643562181,0.9643000097,0.9643108767,0.0703
09-21 14:00,1,-8290.61,-8290.61,530.947,0.9614357972,0.9613755502,0.9613864588,0.0703
09-21 15:00,1,-5929.07,-5929.07,-28.96778,0.9681453291,0.9680988635,0.9681055668,0.0703
09-21 16:00,0,0,324.6632,-607.039,0.9962778728,0.9962646743,0.9962695457,0.0703
09-21 17:00,0,0,147.024,-708.959,0.9940189622,0.9940014335,0.9940064714,0.0703
09-21 18:00,0,0,356.5143,-588.68,0.9963311251,0.9963190507,0.996322673,0.0999
09-21 19:00,0,0,744.554,-376.172,1.000430256,1.000429049,1.000430048,0.0999
09-21 20:00,0,0,663.188,-423.856,0.9992921825,0.999292016,0.9992921825,0.0999
09-21 21:00,0,0,565.943,-480.612,0.9980334895,0.9980343223,0.998033781,0.0999
09-21 22:00,0,0,505.311,-515.88,0.9972066018,0.9972093082,0.997208184,0.0481
09-21 23:00,0,0,401.766,-575.891,0.9958197121,0.995823043,0.995821669,0.0481
09-22 0:00,0,0,198.977,-689.267,0.9928639841,0.9928621104,0.9928642755,0.0481
09-22 1:00,0,0,123.9053,-732.204,0.9917944843,0.9917927772,0.9917951921,0.0481
09-22 2:00,0,0,197.3886,-690.177,0.9926230375,0.992623662,0.9926262851,0.0481
09-22 3:00,0,0,271.1521,-647.851,0.9936359957,0.9936379943,0.993640992,0.0481
09-22 4:00,0,0,338.8382,-608.889,0.9947848534,0.9947875597,0.9947904742,0.0481
09-22 5:00,0,0,384.851,-582.337,0.9958587665,0.9958613479,0.995863971,0.0481
09-22 6:00,0,0,395.67,-576.086,0.9966340674,0.9966352749,0.9966377314,0.0481
09-22 7:00,1,-5876.51,-5876.51,1.93719,0.9689144262,0.9689274166,0.9689192144,0.0703
09-22 8:00,1,-9986.52,-9986.52,1170.237,0.9582031492,0.9581965291,0.9581923656,0.0703
09-22 9:00,1,-12395.26,-12395.26,1959.133,0.9531750391,0.9531074225,0.9531232857,0.0703
09-22 10:00,1,-14412.73,-14412.73,2983.794,0.9510912903,0.9509769583,0.9510086432,0.0703
09-22 11:00,1,-14114.16,-14114.16,2951.418,0.9519235907,0.9518162535,0.951845357,0.0703
09-22 12:00,1,-12819.75,-12819.75,2434.99,0.9542510756,0.9541543139,0.9541794203,0.0703
09-22 13:00,1,-10315.14,-10315.14,1445.053,0.9587468716,0.9586708446,0.9586888729,0.0703
09-22 14:00,1,-9816.19,-9816.19,1338.781,0.9596061104,0.9595398261,0.9595538574,0.0703
09-22 15:00,1,-6851.83,-6851.83,483.628,0.9670301132,0.9669886439,0.966994806,0.0703
09-22 16:00,0,0,867.254,-307.2055,1.001379179,1.001385383,1.001387298,0.0703
09-22 17:00,0,0,531.914,-503.707,0.9977030259,0.9976943656,0.9976999865,0.0703
09-22 18:00,0,0,621.497,-451.499,0.998848178,0.9988378106,0.9988442226,0.0999
09-22 19:00,0,0,991.313,-243.9533,1.00265386,1.002654235,1.002657649,0.0999
09-22 20:00,0,0,825.192,-342.1746,1.000603878,1.000603378,1.000606334,0.0999
09-22 21:00,0,0,628.376,-457.635,0.9982469565,0.998245291,0.9982479141,0.0999
09-22 22:00,0,0,531.154,-507.623,0.9971075085,0.9971072171,0.9971093821,0.0481
09-22 23:00,0,0,406.796,-579.739,0.9954805466,0.9954805466,0.9954823786,0.0481
09-23 0:00,0,0,197.0195,-693.764,0.9926403996,0.9926356531,0.9926410241,0.0481
09-23 1:00,0,0,85.5361,-747.436,0.9912134562,0.9912081268,0.9912138726,0.0481
09-23 2:00,0,0,118.5003,-728.637,0.9915675274,0.9915635303,0.9915696508,0.0481
09-23 3:00,0,0,183.0456,-691.749,0.9924886786,0.9924861388,0.9924923426,0.0481
09-23 4:00,0,0,286.6843,-632.295,0.9940709653,0.9940698412,0.9940757118,0.0481
09-23 5:00,0,0,349.8043,-595.951,0.9953536822,0.9953527662,0.9953582621,0.0481
09-23 6:00,0,0,352.6482,-594.311,0.9960488757,0.9960464192,0.996051707,0.0481
09-23 7:00,1,-5222.69,-5222.69,-124.2434,0.9718852265,0.9718677394,0.9718726108,0.0703
09-23 8:00,1,-10216.88,-10216.88,1254.295,0.9586846677,0.9586278348,0.9586431984,0.0703
09-23 9:00,1,-13928.69,-13928.69,2699.588,0.9505374921,0.9504586338,0.9504794517,0.0703
09-23 10:00,1,-16458.77,-16458.77,4239.63,0.9475216419,0.9474459479,0.9474654335,0.0703
09-23 11:00,1,-15394.29,-15394.29,3621.7,0.9486291551,0.9485513794,0.9485709066,0.0703
09-23 12:00,1,-15110.42,-15110.42,3608.95,0.9500682978,0.9499703287,0.9499970589,0.0703
09-23 13:00,1,-14621.18,-14621.18,3434.35,0.9510613125,0.9509602624,0.9509876171,0.0703
09-23 14:00,1,-12106.54,-12106.54,2212.012,0.9545509786,0.9544565068,0.9544813218,0.0703
09-23 15:00,1,-8726.65,-8726.65,906.846,0.9613945361,0.9613184258,0.9613376199,0.0703
09-23 16:00,0,0,662.467,-420.98,0.9998501444,0.9998368625,0.9998479793,0.0703
09-23 17:00,0,0,334.8206,-611.206,0.9956698231,0.9956499628,0.9956612461,0.0703
09-23 18:00,0,0,359.2149,-597.139,0.9957784926,0.9957597565,0.9957702487,0.0999
09-23 19:00,0,0,667.971,-417.753,0.9991045714,0.9990949119,0.9991030309,0.0999
09-23 20:00,0,0,598.685,-458.221,0.9981168445,0.9981086006,0.9981157203,0.0999
09-23 21:00,0,0,505.859,-512.244,0.9969097383,0.9969028268,0.9969091138,0.0999
09-23 22:00,0,0,460.941,-538.308,0.996251559,0.9962468958,0.996252475,0.0481
09-23 23:00,0,0,370.772,-590.467,0.9950007352,0.9949971961,0.9950024839,0.0481
09-24 0:00,0,0,271.7772,-647.492,0.9937718951,0.9937688557,0.9937748513,0.0481
09-24 1:00,0,0,276.2394,-644.927,0.9936212567,0.9936200492,0.9936260448,0.0481
09-24 2:00,0,0,364.1405,-594.296,0.9945876244,0.99458904,0.9945952438,0.0481
09-24 3:00,0,0,372.371,-589.544,0.9947856445,0.9947873932,0.9947938051,0.0481
09-24 4:00,0,0,446.415,-546.726,0.9959795104,0.9959820919,0.9959883372,0.0481
09-24 5:00,0,0,469.958,-533.08,0.9967635965,0.9967654701,0.9967715073,0.0481
09-24 6:00,0,0,375.125,-587.956,0.9963169273,0.9963153867,0.9963215905,0.0481
09-24 7:00,1,-5412.32,-5412.32,-93.0295,0.9695422947,0.9695849714,0.9695688167,0.0703
09-24 8:00,1,-9488.09,-9488.09,998.881,0.9580894834,0.9581434435,0.9581195028,0.0703
09-24 9:00,1,-13447.91,-13447.91,2552.346,0.9500359884,0.9500805804,0.950057764,0.0703
09-24 10:00,1,-14361.96,-14361.96,3069.737,0.9489510834,0.9490058345,0.9489787296,0.0703
09-24 11:00,1,-17036.28,-17036.28,4822.47,0.9467215676,0.9467751946,0.9467493387,0.0703
09-24 12:00,1,-16742.24,-16742.24,4777.63,0.9477306538,0.9477565513,0.9477405215,0.0703
09-24 13:00,1,-14790.03,-14790.03,3687.24,0.9504290724,0.9504041741,0.9504053816,0.0703
09-24 14:00,1,-11363.24,-11363.24,2074.808,0.9563403203,0.9563028064,0.9563083856,0.0703
09-24 15:00,1,-7732.38,-7732.38,786.566,0.9638170757,0.9638148273,0.9638085403,0.0703
09-24 16:00,0,0,837.223,-321.6547,0.9958524795,0.9959312961,0.9959045243,0.0703
09-24 17:00,0,0,457.208,-543.791,0.9909084321,0.9909851669,0.9909564798,0.0703
09-24 18:00,0,0,475.401,-533.242,0.9973677325,0.9973514113,0.9973623615,0.0999
09-24 19:00,0,0,797.226,-345.2121,1.000816845,1.000810183,1.000818511,0.0999
09-24 20:00,0,0,692.758,-406.549,0.99943287,0.9994266663,0.9994343273,0.0999
09-24 21:00,0,0,564.126,-481.67,0.9978034515,0.9977975393,0.9978045757,0.0999
09-24 22:00,0,0,518.656,-508.126,0.9971155859,0.9971119219,0.9971182089,0.0481
09-24 23:00,0,0,419.29,-565.754,0.9957326932,0.9957300701,0.9957360241,0.0481
09-25 0:00,0,0,210.8123,-682.485,0.9934046254,0.9934031681,0.9934069154,0.0481
09-25 1:00,0,0,75.8304,-759.627,0.9915796018,0.9915770203,0.9915812256,0.0481
09-25 2:00,0,0,105.9144,-742.472,0.9918501931,0.9918490689,0.9918536488,0.0481
09-25 3:00,0,0,129.8968,-728.783,0.9922381142,0.9922373647,0.9922426941,0.0481
09-25 4:00,0,0,143.0425,-721.272,0.9927265858,0.9927256282,0.9927311657,0.0481
09-25 5:00,0,0,142.354,-721.665,0.9932577342,0.9932555275,0.9932613148,0.0481
09-25 6:00,0,0,181.8909,-699.052,0.9943522987,0.9943493842,0.9943549634,0.0481
09-25 7:00,0,0,387.885,-580.584,0.9918732593,0.9919956687,0.9919551986,0.0703
09-25 8:00,1,-4938.92,-4938.92,-131.3501,0.9707074735,0.9708272598,0.9707820017,0.0703
09-25 9:00,1,-9664.05,-9664.05,960.358,0.9571913984,0.9572867861,0.9572461079,0.0703
09-25 10:00,1,-7204.7,-7204.7,313.4769,0.9636236356,0.9637551215,0.9637017027,0.0703
09-25 11:00,1,-8662.62,-8662.62,742.099,0.959819161,0.9599436938,0.9598911493,0.0703
09-25 12:00,0,0,338.3451,-599.154,0.9902842692,0.9904434847,0.990387651,0.0703
09-25 13:00,1,-5422.65,-5422.65,-157.9788,0.9684298267,0.9684862433,0.9684602209,0.0703
09-25 14:00,1,-5662.65,-5662.65,-23.25275,0.9672589437,0.9673271432,0.9672959164,0.0703
09-25 15:00,1,-6233.46,-6233.46,128.9903,0.964497197,0.9645855483,0.9645450783,0.0703
09-25 16:00,0,0,542.63,-490.873,0.9898823585,0.9900260854,0.989972625,0.0703
09-25 17:00,0,0,204.9875,-685.823,0.9873553547,0.9874593194,0.9874182664,0.0703
09-25 18:00,0,0,330.7681,-613.541,0.9961447214,0.9961283586,0.9961371021,0.0999
09-25 19:00,0,0,650.808,-427.789,0.9996470448,0.9996400499,0.9996465451,0.0999
09-25 20:00,0,0,582.951,-467.396,0.9986546962,0.9986490754,0.9986545713,0.0999
09-25 21:00,0,0,512.891,-508.165,0.9976677187,0.9976637633,0.9976684265,0.0999
09-25 22:00,0,0,451.72,-543.655,0.9967660114,0.9967640545,0.9967679266,0.0481
09-25 23:00,0,0,429.477,-556.533,0.9962807041,0.9962813286,0.9962847011,0.0481
09-26 0:00,0,0,379.056,-585.688,0.9957129162,0.9957182039,0.9957177876,0.0481
09-26 1:00,0,0,412.048,-566.614,0.9959013183,0.9959089793,0.9959086879,0.0481
09-26 2:00,0,0,498.601,-516.458,0.9968165989,0.9968267997,0.996826883,0.0481
09-26 3:00,0,0,552.516,-485.119,0.9974861865,0.9974974698,0.9974981776,0.0481
09-26 4:00,0,0,588.022,-464.44,0.998133707,0.9981452818,0.9981461977,0.0481
09-26 5:00,0,0,606.454,-453.69,0.9987748156,0.9987855993,0.9987866818,0.0481
09-26 6:00,0,0,590.808,-462.816,0.9991581151,0.9991670668,0.9991683992,0.0481
09-26 7:00,1,-5512.98,-5512.98,-10.410745,0.9698512326,0.9699156432,0.9698901621,0.0703
09-26 8:00,1,-9973.17,-9973.17,1142.575,0.9573815076,0.957445835,0.9574167732,0.0703
09-26 9:00,1,-13620.04,-13620.04,2513.783,0.9495241591,0.9495836151,0.9495539703,0.0703
09-26 10:00,1,-16135.98,-16135.98,4005.22,0.9467815649,0.9468384811,0.9468097523,0.0703
09-26 11:00,1,-17059.48,-17059.48,4623.8,0.9459072539,0.9459655858,0.9459358994,0.0703
09-26 12:00,1,-16802.13,-16802.13,4528.17,0.9461789694,0.9462440046,0.9462111956,0.0703
09-26 13:00,1,-13734.86,-13734.86,2776.34,0.9491861594,0.9492735946,0.949230793,0.0703
09-26 14:00,1,-10432.84,-10432.84,1334.867,0.9543116974,0.9544223655,0.9543702374,0.0703
09-26 15:00,1,-8238.11,-8238.11,663.578,0.9589704977,0.9590904506,0.9590345336,0.0703
09-26 16:00,0,0,543.376,-490.438,0.9892708113,0.9894404774,0.989375234,0.0703
09-26 17:00,0,0,220.4631,-676.951,0.9953172925,0.9953005965,0.9953069251,0.0703
09-26 18:00,0,0,360.6279,-596.323,0.99677463,0.9967625556,0.9967673437,0.0999
09-26 19:00,0,0,676.549,-412.735,1.000208462,1.000205714,1.000208254,0.0999
09-26 20:00,0,0,606.925,-453.417,0.9991863859,0.9991848453,0.9991866773,0.0999
09-26 21:00,0,0,529.144,-498.718,0.998108101,0.9981080177,0.9981090169,0.0999
09-26 22:00,0,0,458.003,-540.015,0.9970957672,0.997097391,0.9970976825,0.0481
09-26 23:00,0,0,368.6578,-591.696,0.9958197121,0.9958223768,0.9958222103,0.0481
09-27 0:00,0,0,315.4095,-622.395,0.9949346591,0.9949401551,0.9949377402,0.0481
09-27 1:00,0,0,258.2199,-655.282,0.9940548939,0.9940610144,0.994058766,0.0481
09-27 2:00,0,0,292.1097,-635.8,0.9943596266,0.9943671627,0.9943655389,0.0481
09-27 3:00,0,0,390.1,-579.305,0.9955812637,0.995590715,0.9955895908,0.0481
09-27 4:00,0,0,449.071,-545.187,0.9965360567,0.9965460076,0.9965454247,0.0481
09-27 5:00,0,0,454.856,-541.833,0.9970637493,0.9970727842,0.9970722846,0.0481
09-27 6:00,0,0,425.882,-558.613,0.9973320922,0.9973390038,0.9973387956,0.0481
09-27 7:00,1,-5537.74,-5537.74,-51.05798,0.9692473047,0.9693216247,0.9692909391,0.0703
09-27 8:00,1,-9503.94,-9503.94,979.203,0.9582933325,0.9583716078,0.9583360925,0.0703
09-27 9:00,1,-13194.34,-13194.34,2316.751,0.9502451252,0.9503099106,0.9502769766,0.0703
09-27 10:00,1,-14599.65,-14599.65,3100.892,0.9484926312,0.9485597898,0.9485254403,0.0703
09-27 11:00,1,-16761.9,-16761.9,4512.3,0.9466386291,0.9467006664,0.9466686069,0.0703
09-27 12:00,1,-16279.19,-16279.19,4376.6,0.9477159147,0.9477891105,0.9477523877,0.0703
09-27 13:00,1,-14534.11,-14534.11,3464.64,0.9497967905,0.9498848087,0.9498414242,0.0703
09-27 14:00,1,-11551.41,-11551.41,2019.594,0.9538232258,0.9539306046,0.9538785598,0.0703
09-27 15:00,1,-7658.14,-7658.14,642.382,0.9614241392,0.9615513367,0.9614919223,0.0703
09-27 16:00,0,0,725.906,-387.103,0.9910564058,0.9912272793,0.9911602456,0.0703
09-27 17:00,0,0,290.97,-639.787,0.996032388,0.9960186481,0.9960226452,0.0703
09-27 18:00,0,0,363.6565,-597.899,0.9966694995,0.9966590906,0.9966617136,0.0999
09-27 19:00,0,0,712.391,-395.029,1.000464856,1.00046444,1.000464606,0.0999
09-27 20:00,0,0,660.977,-425.137,0.9996550805,0.9996564545,0.999655705,0.0999
09-27 21:00,0,0,559.378,-484.433,0.9983229835,0.9983251069,0.9983238995,0.0999
09-27 22:00,0,0,486.065,-527.053,0.9973165204,0.9973201844,0.9973183524,0.0481
09-27 23:00,0,0,383.022,-586.726,0.9959075637,0.9959120188,0.9959096871,0.0481
09-28 0:00,0,0,193.9485,-692.148,0.9931695911,0.9931711316,0.9931698409,0.0481
09-28 1:00,0,0,159.7107,-711.743,0.9925851489,0.9925876886,0.9925867727,0.0481
09-28 2:00,0,0,228.9535,-672.082,0.9933403813,0.9933450861,0.9933445449,0.0481
09-28 3:00,0,0,263.6781,-652.146,0.9938582478,0.9938635772,0.9938634939,0.0481
09-28 4:00,0,0,299.1396,-631.755,0.9945984081,0.9946036959,0.9946039873,0.0481
09-28 5:00,0,0,354.3784,-599.928,0.9957498888,0.9957551766,0.9957555929,0.0481
09-28 6:00,0,0,378.32,-586.109,0.9966548021,0.9966590906,0.9966592571,0.0481
09-28 7:00,0,0,467.051,-534.766,0.9952370602,0.9953042604,0.995280528,0.0703
09-28 8:00,1,-7250.14,-7250.14,291.488,0.9649225904,0.9649464894,0.9649318752,0.0703
09-28 9:00,1,-11196.1,-11196.1,1424.038,0.9540080472,0.954031738,0.9540139595,0.0703
09-28 10:00,1,-12354.42,-12354.42,1918.784,0.9514677199,0.9515187655,0.9514896204,0.0703
09-28 11:00,1,-12869.83,-12869.83,2199.137,0.950410128,0.9504863633,0.9504472672,0.0703
09-28 12:00,1,-9582.39,-9582.39,870.299,0.955871584,0.9559887056,0.955934246,0.0703
09-28 13:00,0,0,142.5102,-708.251,0.9859879505,0.9861935067,0.9861162305,0.0703
09-28 14:00,0,0,136.3253,-711.783,0.9851872517,0.9853878948,0.9853114515,0.0703
09-28 15:00,0,0,136.8144,-711.504,0.9847190568,0.9849075006,0.9848340966,0.0703
09-28 16:00,0,0,194.0612,-682.046,0.985478661,0.9856404995,0.9855754643,0.0703
09-28 17:00,0,0,211.5885,-672.005,0.9948383971,0.9948215346,0.9948266974,0.0703
09-28 18:00,0,0,380.667,-574.735,0.9966155395,0.9966039647,0.9966076287,0.0999
09-28 19:00,0,0,658.006,-423.583,0.9994907438,0.9994875795,0.9994889118,0.0999
09-28 20:00,0,0,619.631,-446.005,0.9988384352,0.9988374359,0.9988377274,0.0999
09-28 21:00,0,0,593.785,-461.079,0.9984009258,0.9984024663,0.9984018418,0.0999
09-28 22:00,0,0,625.018,-442.856,0.998654155,0.998659526,0.9986580271,0.0481
09-28 23:00,0,0,627.548,-441.379,0.9985512728,0.9985593918,0.9985574765,0.0481
09-29 0:00,0,0,593.428,-461.287,0.9976094702,0.9976157988,0.9976170063,0.0481
09-29 1:00,0,0,594.245,-460.812,0.9974591648,0.9974670756,0.9974684912,0.0481
09-29 2:00,0,0,670.54,-416.25,0.9983074533,0.9983175709,0.9983193196,0.0481
09-29 3:00,0,0,715.152,-393.41,0.9988878569,0.9988988071,0.998900764,0.0481
09-29 4:00,0,0,755.839,-369.532,0.9996669883,0.9996781884,0.9996799787,0.0481
09-29 5:00,0,0,778.802,-356.0407,1.000412686,1.000423262,1.000424885,0.0481
09-29 6:00,0,0,757.975,-368.2804,1.000755849,1.000764592,1.00076605,0.0481
09-29 7:00,1,-4889.15,-4889.15,-10.48676,0.9756370317,0.9756038063,0.9756133409,0.0703
09-29 8:00,1,-8797.2,-8797.2,836.029,0.9635248337,0.963455177,0.9634748291,0.0703
09-29 9:00,1,-11559.84,-11559.84,1678.583,0.9564191785,0.9563208763,0.9563484393,0.0703
09-29 10:00,1,-13973.18,-13973.18,2758.542,0.9519635611,0.951844441,0.9518779578,0.0703
09-29 11:00,1,-16476.47,-16476.47,4239.11,0.9487508983,0.9486183715,0.9486563017,0.0703
09-29 12:00,1,-15113.08,-15113.08,3399.14,0.9492439083,0.9491262038,0.9491579303,0.0703
09-29 13:00,1,-11080.02,-11080.02,1468.703,0.954509884,0.9544443075,0.9544573396,0.0703
09-29 14:00,1,-10781.82,-10781.82,1385.091,0.9534822283,0.9534669479,0.9534610773,0.0703
09-29 15:00,1,-6891.98,-6891.98,135.4875,0.961793116,0.9618265496,0.9618039829,0.0703
09-29 16:00,0,0,194.9169,-681.558,0.9899650056,0.99001093,0.9899913195,0.0703
09-29 17:00,0,0,201.897,-677.56,0.9943420563,0.9943213216,0.9943300651,0.0703
09-29 18:00,0,0,393.013,-570.866,0.9963150953,0.9962998149,0.9963069347,0.0999
09-29 19:00,0,0,682.144,-416.038,0.9992718642,0.9992651609,0.999269949,0.0999
09-29 20:00,0,0,699.262,-406.012,0.9992627043,0.9992594568,0.9992629125,0.0999
09-29 21:00,0,0,704.345,-403.032,0.9991985852,0.9991984603,0.9992009584,0.0999
09-29 22:00,0,0,713.774,-397.505,0.9992170715,0.9992203191,0.9992219429,0.0481
09-29 23:00,0,0,710.058,-399.685,0.9990553579,0.9990614783,0.9990625609,0.0481
09-30 0:00,0,0,756.14,-372.64,0.9992923074,0.9992988026,0.9993030911,0.0481
09-30 1:00,0,0,718.306,-394.847,0.9986930845,0.9987004124,0.9987049507,0.0481
09-30 2:00,0,0,768.928,-365.1264,0.9992416782,0.9992508381,0.9992556263,0.0481
09-30 3:00,0,0,811.914,-339.8358,0.9998638842,0.9998739601,0.9998787066,0.0481
09-30 4:00,0,0,852.314,-316.0223,1.000648928,1.000659212,1.00066375,0.0481
09-30 5:00,0,0,916.37,-288.3468,1.001801116,1.001811692,1.001815772,0.0481
09-30 6:00,0,0,882.279,-308.4984,1.001973405,1.001981982,1.00198573,0.0481
09-30 7:00,0,0,814.125,-348.697,1.001784878,1.001790291,1.001793913,0.0703
09-30 8:00,1,-5793.7,-5793.7,95.3228,0.9722217689,0.9721814238,0.972193748,0.0703
09-30 9:00,1,-7806.44,-7806.44,411.171,0.9650190606,0.9649561489,0.9649743437,0.0703
09-30 10:00,0,0,396.709,-568.726,0.9978770221,0.9978775217,0.9978795619,0.0703
09-30 11:00,0,0,373.947,-581.874,0.9971537243,0.997159137,0.9971589704,0.0703
09-30 12:00,0,0,315.6361,-615.501,0.9958645539,0.9958727978,0.9958713405,0.0703
09-30 13:00,1,-15096.37,-15096.37,2839.556,0.9458826472,0.9457691062,0.9457981681,0.0703
09-30 14:00,1,-11157.95,-11157.95,1482.339,0.9536918231,0.9536153797,0.9536332831,0.0703
09-30 15:00,1,-7468.01,-7468.01,302.6625,0.9621090487,0.9620584612,0.9620685787,0.0703
09-30 16:00,0,0,274.3132,-636.006,0.9937871338,0.9937853018,0.9937883829,0.0703
09-30 17:00,0,0,164.1027,-699.191,0.9937856349,0.9937611114,0.9937732275,0.0703
09-30 18:00,0,0,419.821,-558.635,0.9964759762,0.9964581977,0.9964686899,0.0999
09-30 19:00,0,0,733.559,-385.891,0.9997570466,0.9997484697,0.999756547,0.0999
09-30 20:00,0,0,726.239,-390.186,0.9994770873,0.9994714248,0.9994781282,0.0999
09-30 21:00,0,0,705.451,-402.376,0.999115938,0.9991129819,0.9991187693,0.0999
09-30 22:00,0,0,707.563,-401.139,0.9990325831,0.9990327496,0.9990377459,0.0481
09-30 23:00,0,0,673.948,-420.83,0.9984969797,0.9984993946,0.9985040994,0.0481
10-01 0:00,0,0,612.457,-456.77,0.9965256893,0.9965226499,0.9965290619,0.0481
10-01 1:00,0,0,555.164,-490.171,0.9957926488,0.9957897343,0.9957958548,0.0481
10-01 2:00,0,0,579.876,-475.773,0.9962458549,0.9962438147,0.9962493939,0.0481
10-01 3:00,0,0,606.669,-460.148,0.996959285,0.9969574946,0.9969622827,0.0481
10-01 4:00,0,0,627.674,-447.882,0.9978283498,0.9978261431,0.9978301817,0.0481
10-01 5:00,0,0,654.802,-432.029,0.9989258704,0.9989229143,0.9989262452,0.0481
10-01 6:00,0,0,655.07,-431.871,0.9997744504,0.9997698705,0.9997727017,0.0481
10-01 7:00,0,0,616.971,-454.134,0.9997649574,0.9997652905,0.9997651656,0.0703
10-01 8:00,1,-7951.3,-7951.3,537.462,0.9660825648,0.9660085363,0.9660286464,0.0703
10-01 9:00,1,-10004.2,-10004.2,1011.412,0.9597786077,0.9596810549,0.959707452,0.0703
10-01 10:00,1,-13995.52,-13995.52,2723.799,0.9521226516,0.9519914155,0.9520280967,0.0703
10-01 11:00,1,-16134.19,-16134.19,4035.91,0.9497604008,0.9496150501,0.9496568109,0.0703
10-01 12:00,1,-14457.74,-14457.74,3145.008,0.9514533972,0.951321828,0.9513584675,0.0703
10-01 13:00,1,-9944.69,-9944.69,1161.173,0.9589675416,0.9588702803,0.9588953867,0.0703
10-01 14:00,1,-11540.97,-11540.97,1880.937,0.9554974028,0.9553906068,0.9554187943,0.0703
10-01 15:00,1,-7746.9,-7746.9,590.239,0.9638354787,0.9637589104,0.9637781461,0.0703
10-01 16:00,0,0,484.925,-524.404,0.9970707441,0.997047886,0.997059544,0.0703
10-01 17:00,0,0,159.0725,-712.108,0.9927003136,0.9926715432,0.992684034,0.0703
10-01 18:00,0,0,310.7241,-625.087,0.9941715991,0.9941474087,0.9941593998,0.0999
10-01 19:00,0,0,626.342,-442.083,0.9976701752,0.9976549365,0.9976654287,0.0999
10-01 20:00,0,0,570.04,-474.918,0.9967758375,0.9967621393,0.9967716739,0.0999
10-01 21:00,0,0,496.056,-517.941,0.9957178708,0.9957056299,0.9957142069,0.0999
10-01 22:00,0,0,503.751,-513.47,0.9956440089,0.9956347241,0.9956424683,0.0481
10-01 23:00,0,0,464.168,-536.439,0.994983373,0.9949757537,0.9949827485,0.0481
10-02 0:00,0,0,362.6984,-595.135,0.9939091268,0.9939042554,0.9939090436,0.0481
